Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
Симплекс,0,,88007759006,,simplexnn.ru,,,Челябинск  проспект Победы  дом 177
ЕвроПлюс,0,https://wa.me/79080400141,,79080400141,europlus74.ru,,,Челябинск  Механическая улица  дом 14
Изолит-Урал,0,,83512020319,,izolitural.ru,,,Челябинск  2-я Базовая улица  дом 37
Компания креативные машины и оснастка,0,,88005058150,,jonwai.ru,,,Челябинск  улица Дзержинского  дом 93-б
ЧелябПолимер,0,,83517907003,,,,,Челябинск  Шенкурская улица  дом 7-а
TNP Group,0,,83517995795,,tnpgroup.ru,,,Челябинск  Свердловский тракт  дом 6
СБ ПРОГРЕСС торговая фирма,0,https://wa.me/79049782023,,79049782023, ,,,454018  Челябинск  улица Косарева  дом 50-а  цокольный этаж
МАРКА ПОЛА74 торгово-сервисная компания,0,,83517771407,, ,https://vk.com/public133032126,,454008  Челябинск  Свердловский тракт  дом 1-ж  2/09 секция  1 этаж
ТЕХНОЛОГИИ ТЕПЛА официальный представитель КОУЗИ Теплофон Теплэко,0,,83512779291,, ,,,454112  Челябинск  Комсомольский проспект  дом 29-а
АЛЬФА-ПРОДЖЕКТ СКО оптовая компания,0,,83512208510,,www.obogrev-kabel.ru,,,454081  Челябинск  улица Героев Танкограда  дом 60-п
КВАРЦ ВИНИЛ 74 торгово-монтажная компания,0,https://wa.me/79080890800,,79080890800,quartzvinil74.ru,,,454071  Челябинск  улица Бажова  дом 91
УРАЛ центр паркета,0,,83517007462,,xn-----7kcabzc3bnmxkdeuht4b.xn--p1ai,,,454048  Челябинск  улица Воровского  дом 61-б
APARQUET,0,https://wa.me/79827439777,,79827439777,aparquet.com,,,454080  Челябинск  улица Володарского  дом 50-а
ПРОФСТРОЙ компания,0,,83517777159,,,,,454014  Челябинск  Солнечная улица  дом 11
КВАРЦВИНИЛ,0,,83512201022,,quartz-vinyl.ru,,,454053  Челябинск  Троицкий тракт  дом 17
СТРОИТЕЛЬНЫЙ ДВОР сеть магазинов строительных и отделочных материалов,0,,88005113062,,sdvor.com,http://vk.com/strdvor,,454047  Челябинск  улица Сталеваров  дом 5  корпус 4
ИП КОЛОСОВА,0,,83517501967,, ,,,454053  Челябинск  Троицкий тракт  дом 21  корпус 3
ЕвроЛесЧелябинск,0,,83512473402,, ,,,454053  Челябинск  Троицкий тракт  дом 56  склад № 6
ВВП 74,0,,83512489416,,www.vvp74.web-box.ru,,,454021  Челябинск  улица Молодогвардейцев  дом 37-б  офис 300
НАПОЛЕОН,0,,83512250933,,www.salon-napoleon.ru,,,454091  Челябинск  улица Труда  дом 185-а  секции 310  323
СУПЕРСТРОЙ,0,,83517312662,, ,,,454021  Челябинск  улица Чичерина  дом 22
ФОРТИС,0,,83512187037,,www.fortis74.ru,http://vk.com/public82491165,,454119  Челябинск  Аптечная улица  дом 6-а
ПРО-ПОЛЫ.РУ,0,https://wa.me/79517897440,,79517897440, ,,,454021  Челябинск  Комсомольский проспект  дом 69  офис 73
СЕРВИСТЕХНОКОМПЛЕКС ПКФ,0,,83517916763,,,,,454008  Челябинск  Свердловский тракт  дом 23-а
АМЕСК,0,,83512657097,,,,,454080  Челябинск  проспект Ленина  дом 83  офис 309
ЛИДЕР концерн,0,,83512657098,,,,,454080  Челябинск  проспект Ленина  дом 83
ЭЛЕКТРОМАШ,0,,83512394279,, ,,,454045  Челябинск  Физкультурная улица  дом 34
КАПИТАЛ ИНВЕСТ,0,,83517929324,,,,,454014  Челябинск  Солнечная улица  дом 7
ТРАКТОРСЕЛЬХОЗМАШ НИИ,0,,83517918888,,,,,454008  Челябинск  Комсомольский проспект  дом 2  офис 501
ЮЖНЫЙ УРАЛ ТКК,0,,83512637652,, ,,,454091  Челябинск  проспект Ленина  дом 52-а  офис 52
ЧЕЛЯБИНСКИЙ АВТОРЕМОНТНЫЙ ЗАВОД,0,,83517921326,,,,,454008  Челябинск  Автодорожная улица  дом 13
ПАМИР,0,,83512376400,,,,,454048  Челябинск  улица Елькина  дом 85  строение 1
ТРУД,0,,83517914904,,,,,454084  Челябинск  улица Калинина  дом 30-а
ВИТАС И К,0,,83517720958,,,,,454081  Челябинск  улица Героев Танкограда  дом 59-п
ДАГАЗ,0,,83512656589,,,,,454080  Челябинск  проспект Ленина  дом 81  офис 509-510
ХОЗМЕБЕЛЬТОРГ,0,,83517752200,,,,,454091  Челябинск  проспект Ленина  дом 21-а
ИП ЛИ,0,,83512657481,,,,,454091  Челябинск  проспект Ленина  дом 21-б
ИП СУХОВ,0,,83517754557,,www.dom-sp.ru,,,"454091  Челябинск  проспект Ленина  дом 21-в  БД ""Спиридонов""  офис 412/1"
РИОЛА-2000 ПКФ,0,,83517225639,, ,,,454036  Челябинск  Радонежская улица  дом 6
ЭРЛЕСТ-Н,0,,83512640996,,,,,"454091  Челябинск  улица Цвиллинга  дом 25  ТРК ""КУБа"""
Дирекция по эксплуатации зданий и сооружений,0,,83512684220,, ,,,454078  Челябинск  Сортировочная улица  дом 1
СБ ПРОГРЕСС торговая фирма,0,https://wa.me/79049782023,,79049782023, ,,,454018  Челябинск  улица Косарева  дом 50-а  цокольный этаж
АВТ-ГРУПП,0,https://wa.me/79823065383,,79823065383,avt-grupp.tiu.ru,,,454074  Челябинск  1-я Арзамасская улица  дом 25
ОКНОСТИЛЬ торгово-сервисная фирма,0,https://wa.me/79043075510,,79043075510,,,,454014  Челябинск  проспект Победы  дом 342  а
СТАНДАРТ ПОТОЛОК,0,,83517769315,, ,http://vk.com/standartpotolok,,454138  Челябинск  улица Красного Урала  дом 13
ЦЕНТР НАТЯЖНЫХ ПОТОЛКОВ,0,,83517512439,,centr-np74.ru,,,454008  Челябинск  улица Косарева  дом 2
MAGIC COLOR компания по установке натяжных потолков,0,,83517501453,, ,http://vk.com/potolochki74,,454006  Челябинск  улица Свободы  дом 2
ПЛАСТ-СИТИ,0,,83512303630,,,,,454084  Челябинск  Каслинская улица  дом 5
ПОТОЛОК174,0,https://wa.me/79292351659,,79292351659,potolok174.ru,,,454084  Челябинск  Набережная улица  дом 7
ЦЕНТР НАТЯЖНЫХ ПОТОЛКОВ,0,,83517512439,,centr-np74.ru,,,454003  Челябинск  улица Петра Сумина  дом 16
ФАБРИЧНЫЕ ПОТОЛКИ,0,,83517111505,, ,,,454090  Челябинск  проспект Ленина  дом 27
МЕРКУРИЙ компания по установке натяжных потолков,0,https://wa.me/79511143555,,79511143555,74potolki.ru,,,454079  Челябинск  улица Зальцмана  дом 34  к1
CRASH POTOLKI74,0,https://wa.me/79281082885,,79281082885,,,,454079  Челябинск  улица Конструктора Духова  дом 21
ПРАКТИЧНЫЙ ВЫБОР торгово-монтажная фирма,0,,83517776033,, ,,,454081  Челябинск  Ферросплавная улица  дом 128  3101 офис  1 этаж
ДЕКОР ПОТОЛОК,0,https://wa.me/79323000932,,79323000932, ,https://vk.com/decorpotolok74ru,,454138  Челябинск  улица Молодогвардейцев  дом 7  корпус 4
УРАЛ-ПОТОЛОК,0,,83512338580,, ,,,454091  Челябинск  Российская улица  дом 218
ДАНИЛА MASTER,0,,83512484609,, ,,,454021  Челябинск  проспект Победы  дом 382-а
СОЛИД,0,,83517767506,,solid74.ru,,,454007  Челябинск  улица Грибоедова  дом 55-а
ФУНДЭКС,0,https://wa.me/79227276488,,79227276488,fundex.su,,,454091  Челябинск  проспект Ленина  дом 118
ПРОЕКТНО-СМЕТНОЕ БЮРО,0,https://wa.me/79081736949,,79081736949,proekt-smeta.ru,,,454091  Челябинск  площадь Мопра  дом 10
ИНЖЕНЕРНЫЕ ИЗЫСКАНИЯ кадастрово-геодезическая компания,0,,83512485999,, ,,,454008  Челябинск  Комсомольский проспект  дом 14  34 офис
ЮжУралБТИ,0,,83512485999,,,,,
ОБЛАСТНОЙ ЦЕНТР ТЕХНИЧЕСКОЙ ИНВЕНТАРИЗАЦИИ ПО ЧЕЛЯБИНСКОЙ ОБЛАСТИ,0,,83512485999,,,,,
РОСТЕХИНВЕНТАРИЗАЦИЯ-ФЕДЕРАЛЬНОЕ БТИ,0,,83512485999,,,,,
СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ землеустроительная компания,0,,83512238385,, ,,,454048  Челябинск  улица Курчатова  дом 19  корпус 2  219 офис
ЗЕНИТ-ГЕО многопрофильная компания,0,,83512674732,, ,,,454138  Челябинск  проспект Победы  дом 288  703а офис
РЕГИОНАЛЬНОЕ БЮРО КАДАСТРОВОГО УЧЕТА,0,,83512251710,,www.rbku.ru,,,454084  Челябинск  проспект Победы  дом 158  411 офис  4 этаж
Региональное Бюро Кадастрового Учета,0,https://wa.me/79630798358,,79630798358,,,,Челябинск  Витебская улица  дом 4
Геокадастр,0,,83512164949,,kadgeo.ru,,,Челябинск  Витебская улица  дом 4
АРМАДА строительная компания,0,https://wa.me/79227280757,,79227280757, ,,,454106  Челябинск  улица Островского  дом 30  404 офис  правое крыло
СОТЭК производственная компания,0,,83512696200,, ,,,454080  Челябинск  улица Энгельса  дом 46-а  3 подъезд
ЭНЕРГОСТРОЙСПЕКТР строительная компания,0,,83512307646,,energostroyspektr.ru,,,454106  Челябинск  улица Островского  дом 30  202 офис
КАСКАД строительная компания,0,,83512199082,,www.xn--80aamvab9bd.xn--p1ai,,,454080  Челябинск  улица Коммуны  дом 131
ProДвижение,0,,83512305040,,www.ra-promotion.ru,,,454084  Челябинск  улица Кирова  дом 19  офис 1104  1105
КСК НАГЕЛЬ,0,,83512482252,,abc.su74.ru,,,454000  Челябинск  улица Ворошилова  дом 35
СПР ГРУПП,0,,83512453001,,www.spr-group.ru,,,454008  Челябинск  Ветка цинкового завода  дом 8
УРАЛЬСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ торгово-строительная фирма,0,,83512154546,, ,,,454080  Челябинск  проспект Ленина  дом 81  5 этаж
MODERN HOUSE строительная фирма,0,,83512582280,,modern-h.ru,,,454080  Челябинск  проспект Ленина  дом 89
СТРОЙИНВЕСТ строительная фирма,0,,83512700245,,,,,454091  Челябинск  Российская улица  дом 279  608а офис
НК-СТРОЙ строительная компания,0,,83519004031,, ,,,454048  Челябинск  улица Курчатова  дом 1-А  32 офис  2 этаж
СМУ-15 строительная компания,0,https://wa.me/79518002277,,79518002277, ,,,454084  Челябинск  проспект Победы  дом 158  321 офис  3 этаж
УРАЛГРАДОСТРОЙ строительная компания,0,,83517347779,, ,,,454018  Челябинск  проспект Победы  дом 215  7 офис  1 этаж
АЛЬФА-СТРОЙ строительно-монтажная компания,0,,83512100489,, ,,,454084  Челябинск  Кожзаводская улица  дом 100  35 офис
ОМЕРОС СА корпорация,0,https://wa.me/79634666998,,79634666998,,,,454048  Челябинск  улица Елькина  дом 79  308 офис
АЛЬЯНС строительная компания,0,,83512190969,,,,,454007  Челябинск  улица 1-й Пятилетки  дом 55  301б офис
МЕГАСТРОЙ строительная компания,0,,83517506150,,,,,454080  Челябинск  улица Энтузиастов  дом 29-а  1 офис
АРТСТРОЙСЕРВИС,0,,83512821625,, ,,,454008  Челябинск  Свердловский проспект  дом 8-а
ЭКСКЛЮЗИВ,0,,83512312044,,www.ex74.com,,,454074  Челябинск  Гатчинская улица  дом 1
ВИП-ФАСАД СК,0,,83517757003,,,,,454081  Челябинск  Артиллерийская улица  дом 102
ВЕНТФАСАД,0,,83512475616,,,,,454008  Челябинск  Свердловский проспект  дом 2
АльпЛидер,0,https://wa.me/79222311574,,79222311574,,,,454091  Челябинск  улица Свободы  дом 76
АЛЬП-ЛИДЕР,0,,,,,,,
ПРОФНАСТИЛ торгово-производственная фирма,0,,83512696734,, ,,,454111  Челябинск  улица Газизуллина  дом 2  а/1
ИМПЕРИЯС торгово-производственная компания,0,https://wa.me/79630926887,,79630926887,empires74.jimdo.com,,,454902  Челябинск  Покровская улица  дом 10
НОВЫЙ ДОМ торгово-производственная компания,0,,83517008075,, ,http://vk.com/zaborzhalyuzi,,454087  Челябинск  Троицкая улица  дом 1-в  корпус 2
5-ЭЛЕМЕНТ КРОВЛИ И ФАСАДА торгово-производственная компания,0,,88003006396,,element-five.ru,,,454008  Челябинск  Свердловский тракт  дом 1-ж
М-ПРОФИ оптово-розничная компания,0,,83512355315,, ,,,454082  Челябинск  Троицкий тракт  дом 62  п
АСССТРОЧЕЛОБЛ компания,0,,83517763652,, ,http://vk.com/assstrochelobl,,454018  Челябинск  Ижевская улица  дом 38
ПРОФМЕТАЛЛ-74,0,https://wa.me/79227508805,,79227508805, ,,,454053  Челябинск  Троицкий тракт  дом 1  а
ЦЕНТР МЕТАЛЛОКРОВЛИ торгово-производственная компания,0,https://wa.me/79292039003,,79292039003, ,http://vk.com/shtaketniki,,454085  Челябинск  улица Танкистов  дом 177  а к1
МИР МЕТАЛЛА И ПРОФНАСТИЛА группа компаний,0,,83519455457,,gsrs12.ru,http://vk.com/agapproflist,,457400  Челябинская область  Агаповский район  село Агаповка  Асфальтовая улица  дом 31
КАРКАСЭКОДОМ строительная компания,0,,83519002543,, ,,,454018  Челябинск  Тепличная улица  дом 21
ЛАТИТУДО,0,,88005054460,, ,http://vk.com/latitudo,,454081  Челябинск  улица Северный луч  дом 1  а
КЛЮЧ торгово-строительная компания,0,,83512149745,,domionstroy.ru,http://vk.com/tsk_key74,,454036  Челябинск  Радонежская улица  дом 6/1
АЛЬТА компания,0,,83452638038,,xn--80agxraemk.xn--p1ai,http://vk.com/altachel,,454053  Челябинск  Троицкий тракт  дом 11-л
ГРАНЗА завод ограждений,0,,83512258931,,chel.granza.su,,,454080  Челябинск  улица Труда  дом 187
ABC компания по производству фундаментов на винтовых сваях,0,,83512002068,,chel.inground.ru,,,454081  Челябинск  Механическая улица  дом 101
СТРОЙМОНТАЖ фирма,0,,88002001352,,zabor-74.ru,,,454036  Челябинск  Свердловский тракт  дом 14
МАГИСТРАЛЬ производственная компания,0,,83512256214,,,,,454038  Челябинск  Хлебозаводская улица  дом 15
GM ПРАКТИЧНАЯ ЗАЩИТА ТФ,0,,83512609750,, ,,,454092  Челябинск  улица Шаумяна  дом 48
БАРС ПФ,0,,83512609750,,,,,
АВТОМАТИЧЕСКИЕ ВОРОТА И РОЛЬСТАВНИ. ФАСАД,0,,83517349994,,www.vorotafasad.ru,,,454138  Челябинск  улица Чайковского  дом 3
НОВЫЕ ВОРОТА,0,,83517250328,,newvorota.narod.ru,,,454008  Челябинск  Свердловский проспект  дом 1-ж  секция 1/42
ВИСТ,0,,83512785454,,www.vist-vorota.ru,,,454091  Челябинск  улица Карла Маркса  дом 70
КОМПОЗИТ,0,,83512785454,,,,,
РВА компания,0,,83517756665,,www.rva-ural.ru,,,454081  Челябинск  улица Горького  дом 76
ТВОЙ ПОТОЛОК & СВЕТ салон,0,,83512330613,,,,,454048  Челябинск  улица Худякова  дом 12  цокольный этаж
МВА производственная компания,0,,83517501098,,ptfmva.ru,,,Челябинск  улица Академика Сахарова  дом 12
GM Практичная защита,0,https://wa.me/79028624477,,79028624477,,,,454087  Челябинск  улица Дарвина  дом 2
Все для ворот,0,,83512400474,,vorota-74.ru,,,Челябинск  улица Кирова  дом 159
Служба сервиса ворот,0,,83512157222,,remontvorot.com,,,Челябинск  Комсомольский проспект  дом 10/6
Жази,0,https://wa.me/79049726642,,79049726642,vk.com/club61260639,http://vk.com/club61260639,,Челябинск  улица Пушкина  дом 37
ГидроСила74,0,,83512359955,,,http://vk.com/club101555813,,Челябинск  1 Пятилетки улица  дом 6
Центр Жалюзи,0,https://wa.me/79227420499,,79227420499,,,,Челябинск  Свердловский проспект  дом 28
Азимут-Урал,0,,83512144888,,азимут-урал.рф,,,Челябинск  Солнечная улица  дом 7
Дока,0,https://wa.me/79227502674,,79227502674, ,http://vk.com/bani_stroitelstvo,,454008  Челябинск  Производственная улица  дом 4  а/2
А-СТРОЙ,0,https://wa.me/79000930148,,79000930148, ,https://vk.com/bani_v_che,,454081  Челябинск  улица Героев Танкограда  дом 51-п
СТРОИТЕЛИ УЮТА,0,https://wa.me/79043092380,,79043092380, ,,,454092  Челябинск  улица Труда  дом 84
СтройУспех,0,https://wa.me/79512558053,,79512558053,стройуспех74.рф,,,Челябинск  Городок 11-а  дом 82
УРАЛ САУНА,0,https://wa.me/79517779363,,79517779363,ural-sauna.ru,,,454046  Челябинск  Новороссийская улица  дом 118-а
КЕДРОВЫЙ РАЙ,0,,83517777242,, ,,,456510  Челябинская область  Сосновский район  поселок Новое Поле  улица Птичник  дом 26
Билд Консалт,0,,88005004514,,buildkonsult.ru,,,Челябинск  улица Энтузиастов  дом 30
Московская гильдия бизнес-консультантов,0,,88005557910,,urcompanya.ru,,,Челябинск  улица Ворошилова  дом 35
Законный Допуск,0,,83512020337,,zakon-sro.ru,,,Челябинск  проспект Ленина  дом 21-в
Союз перевозчиков города Челябинска,0,,83512306590,,,,,Челябинск  Цинковая улица  дом 8
СРО Ассоциация Союз Энергоэффективность,0,,83517767694,,energoauditsro19.ru,,,Челябинск  улица Труда  дом 157
Челябинская любительская хоккейная лига,0,https://wa.me/79222377377,,79222377377,,,,Челябинск  проспект Ленина  дом 55-а
СтройПартнеры,0,,83512205390,, ,,,Челябинск  проспект Ленина  дом 55-а
Медсоюз,0,,83512630820,,,,,Челябинск  улица Цвиллинга  дом 46
Допуски СРО,0,,88003331842,,dopuskisro.com,,,Челябинск  улица Труда  дом 84
Все СРО России,0,,88007009875,,chelyabinsk.sro-rf.ru,,,Челябинск  улица Карла Маркса  дом 38
МЕЖДУНАРОДНЫЙ ЦЕНТР ОЦЕНКИ КАЧЕСТВА г. Челябинск,0,https://wa.me/79227158989,,79227158989,sertifikat-rpo.ru,,,454084  Челябинск  проспект Победы  дом 168  37 офис
KERAMA MARAZZI,0,,83512203323,, ,https://vk.com/keramamarazzi,,454006  Челябинск  Российская улица  дом 110  корпус 2
РОЛИКИ74 магазин комплектующих для душевых кабин,0,https://wa.me/79227503370,,79227503370,roliki74.ru,,,454091  Челябинск  Российская улица  дом 220
ДЕРЖАВА ТД,0,,83512230408,,,,,454138  Челябинск  улица Молодогвардейцев  дом 7  корпус 3
ЧЕЛСАН авторизованный сервисный центр сантехники,0,,83517503370,,челсан.рф,,,454091  Челябинск  Российская улица  дом 220
СантехУрал ТД,0,,83517298858,,www.tdsu.ru,,,454106  Челябинск  Северо-Крымская улица  дом 18-а
СУПЕРСТРОЙ,0,,83517312662,, ,,,454021  Челябинск  улица Чичерина  дом 22
ЕВРОСТИЛЬ салон сантехники,0,,83512636782,,,,,454091  Челябинск  улица Кирова  дом 86
ДЕМИР,0,https://wa.me/79085790055,,79085790055, ,,,454006  Челябинск  Российская улица  дом 67  офис 9002
ДуФлэт,0,,83512102165,,www.DoFlat.ru,,,"454008  Челябинск  Свердловский проспект  дом 32  рынок ""Перекрёсток""  бокс 7-в"
ЛИНИЯ ВОДЫ,0,https://wa.me/79227501143,,79227501143,vannatd.ru,,,454053  Челябинск  Троицкий тракт  дом 21-ж
САНТЕХКОМПЛЕКТ-ЧЕЛЯБИНСК,0,,83512698503,,www.santur.ru,,,454000  Челябинск  Заболотная улица  дом 18
МРАМАРЛИТ,0,,83512020174,,mramarlit.ru,,,454139  Челябинск  Новороссийская улица  дом 46
ТОП-СЕРВИС,0,,83512352548,,www.top-s.ru,,,454053  Челябинск  Троицкий тракт  дом 11
САНТЕХКОМ,0,,83517291796,,,,,454053  Челябинск  Троицкий тракт  дом 21-и
РИАЛКОМ,0,https://wa.me/79049400115,,79049400115,,,,454021  Челябинск  улица Куйбышева  дом 25-а
ПРОМЦЕНТР ПКФ,0,,83517267602,,,,,454047  Челябинск  улица Мира  дом 22-а
ЮЖНОУРАЛЬСКАЯ САНТЕХНИЧЕСКАЯ КОМПАНИЯ,0,,83512637346,,www.yuustk.ru,,,454091  Челябинск  улица Сони Кривой  дом 35-а
Зона-Сварки,0,,83512117004,, ,,,454030  Челябинск  Габдуллы Тукая улица  дом 15-а
СВАРКА-74 научно-производственное предприятие,0,,88043331818,,svarka74.ru,https://vk.com/club69340081,,454087  Челябинск  улица Рылеева  дом 9
ОТ и ДО интернет-магазин,0,,83517501020,,ot-i-do.ru,,,454048  Челябинск  улица Энгельса  дом 46
WELDEXPERT,0,https://wa.me/79177557554,,79177557554, ,,,454084  Челябинск  проспект Победы  дом 160  офис 602
РОСЭЛЕКТРОД-ДОЛИНА торговая фирма,0,,83512593948,,roselektrod-dolina-cs1150420.tiu.ru,,,454010  Челябинск  улица Шота Руставели  дом 24  2 офис  1 этаж
ПРОМЕТЕЙ компания,0,,83512209977,,,,,454053  Челябинск  Троицкий тракт  дом 48-Б
КЕРАМАКС компания по производству керамического флюса,0,,83512556577,,keramaks.ru,,,454129  Челябинск  улица Машиностроителей  дом 21
СВАРОЧНЫЕ ТЕХНОЛОГИИ,0,,83517500633,,chel.st-e.info,,,454079  Челябинск  Линейная улица  дом 86
ГУДВОРК центр снабжения,0,,83512481737,,gudwork74.ru,,,454052  Челябинск  улица Калмыкова  дом 14-а
МЕТИЗКОМПЛЕКТ ТД,0,,83512101607,,,,,454080  Челябинск  улица Энтузиастов  дом 2  офис 204
ССК-ТЕХНО,0,,83512476437,, ,,,454053  Челябинск  Троицкий тракт  дом 46-б  офис 202
ТЕРМАКАТ,0,,83512110815,, ,,,454084  Челябинск  улица Братьев Кашириных  дом 34-а
СВАРКА-ЧСК,0,,83512002170,,chsk174.ru,,,454008  Челябинск  Свердловский тракт  дом 5  корпус 9  секция 68
СПЕЦЭЛЕКТРОД-СЕРВИС,0,https://wa.me/79507396750,,79507396750,www.se123.ru,,,454045  Челябинск  Новоэлеваторная улица  дом 7
УРАЛТРАНСМЕТ,0,,83517900403,, ,,,454084  Челябинск  улица Калинина  дом 11-г
ЦЕРЦИЙ,0,,83517010074,,cerzij.ru,https://vk.com/cerzij,,454014  Челябинск  Солнечная улица  дом 6-в  оф.1-8
СВАРКА-74,0,,88043331919,,robotosvarka.ru,,,454087  Челябинск  улица Рылеева  дом 11
МАСТЕРСКАЯ ПО РЕМОНТУ И ПАЙКЕ РАДИАТОРОВ,0,https://wa.me/79120819141,,79120819141,remont-radiatorov-cs1925327.tiu.ru,,,454081  Челябинск  Шадринская улица  дом 100  1 этаж
ШИНОМОНТАЖНАЯ МАСТЕРСКАЯ,0,https://wa.me/79128003444,,79128003444,,,,454074  Челябинск  переулок Лермонтова  дом 17
ШИНОМОНТАЖНАЯ МАСТЕРСКАЯ,0,https://wa.me/79124069634,,79124069634,,,,454053  Челябинск  Паровозная улица  дом 1/2
ШИНОМОНТАЖНАЯ МАСТЕРСКАЯ ИП Писарев А.В.,0,https://wa.me/79088247364,,79088247364, ,,,454020  Челябинск  улица Воровского  дом 38/1
ФИРМА ПО РЕМОНТУ РАДИАТОРОВ,0,,83512150889,,vk.com/rrchel,http://vk.com/rrchel,,454028  Челябинск  Трактовая улица  дом 30
АРГОНРЕМСЕРВИС центр сварочных технологий,0,,83517774205,, ,,,454138  Челябинск  улица Молодогвардейцев  дом 15
РАДИАТОР 174,0,https://wa.me/79048058220,,79048058220,radiator174.ulcraft.com,,,454053  Челябинск  Троицкий тракт  дом 17
ТОЧКА КОЛЕСА шиномонтажная мастерская,0,https://wa.me/79634668811,,79634668811,vk.com/wheel.point,http://vk.com/wheel.point,,454008  Челябинск  Свердловский проспект  дом 30-а/1
АКРА,0,,83512231292,, ,,,454021  Челябинск  Городская улица  дом 31
АРГОН Лаборатория Сварки,0,,83512788745,, ,,,454081  Челябинск  Механическая улица  дом 24
АГЕНТСТВО ГРУЗОПЕРЕВОЗОК (ИП Бухтатый С.Н.),0,,83517351788,,,,,454038  Челябинск  улица Монтажников  дом 12  офис 7
АРГОНОВАЯ СВАРКА,0,,83512705847,, ,,,454108  Челябинск  улица Барбюса  дом 2  корпус 2
ПРЕСТИЖ,0,,83512478149,,argonchelly.ru,,,454000  Челябинск  Валдайская улица  дом 1-а
ТРИАДАТРАКССЕРВИС торгово-сервисная фирма,0,,83512463170,, ,,,454085  Челябинск  улица Танкистов  дом 177
ЧЕЛЯБИНСКАЯ ПРОМЫШЛЕННАЯ КОМПАНИЯ,0,https://wa.me/79123202225,,79123202225,,,,454038  Челябинск  Хлебозаводская улица  дом 5  81 офис
ЗАВОД НЕФТЕХИМИЧЕСКОГО ОБОРУДОВАНИЯ,0,,83512777440,, ,,,454012  Челябинск  улица Горелова  дом 12
ПРОИЗВОДСТВЕННАЯ ФИРМА,0,https://wa.me/79525238338,,79525238338,,http://vk.com/svarnoy174,,454081  Челябинск  Артиллерийская улица  дом 10
Система,0,,83512482768,, ,,,454106  Челябинск  улица Островского  дом 30
ЕВРОТЕПЛИЦА,0,,83512409060,, ,,,454087  Челябинск  улица Дарвина  дом 8
СПК-УРАЛ,0,,83517268707,, ,,,454052  Челябинск  улица Пети Калмыкова  дом 9
ТЕПЛАНДИЯ,0,,83512560612,, ,,,454046  Челябинск  улица Гагарина  дом 52
СТРОЙ СЕРВИС,0,,83512330638,, ,,,454008  Челябинск  Свердловский тракт  дом 5  офис 208
ЭСМо,0,,83512689379,, ,http://vk.com/club61654456,,454008  Челябинск  Радонежская улица  дом 6-а  офис 203
АЛЬТЕРНАТИВА 440,0,https://wa.me/79222222615,,79222222615, ,http://vk.com/club61654456,,454053  Челябинск  Троицкий тракт  дом 23  склад 4
ФАЗЕНДА,0,,83517785440,,,,,454091  Челябинск  улица Евтеева  дом 7
АстроЛазер,0,,83512674520,, ,http://vk.com/club61654456,,454008  Челябинск  Свердловский тракт  дом 15
СБК,0,,83517775558,, ,,,454106  Челябинск  Колхозная улица  дом 36-а
А-ПЛАСТИК,0,,83512114435,, ,,,454053  Челябинск  Троицкий тракт  дом 54
ТЕСА,0,,83512231439,, ,,,454045  Челябинск  Ярославская улица  дом 1  326 офис
АССИСТЕНТ торговая фирма,0,https://wa.me/79000752599,,79000752599,,,,454091  Челябинск  проспект Ленина  дом 53  51 офис
САНПРОФ-УФА строительно-производственная компания,0,https://wa.me/79128923970,,79128923970,sunprof-ufa.ru,,,Челябинск  Рязанская улица  дом 14  4 этаж
КАРКАСНЫЕ СИСТЕМЫ производственно-строительная компания,0,,83512482779,,karkas174.ru,,,454006  Челябинск  улица Свободы  дом 12  2 этаж
ЭксПроф,0,https://wa.me/79323009471,,79323009471, ,http://vk.com/club61654456,,Челябинск  Краснознамённая улица  дом 46
СветОкон,0,,83512694707,,,,,Челябинск  улица Свободы  дом 153-а
УНИВЕРХИМИК,0,,83512177181,,,,,454008  Челябинск  Свердловский тракт  дом 5/6
КОМОС транспортная компания,0,,83517111064,,,,,454045  Челябинск  Корабельная улица  дом 15
АЛЬЯНС-II,0,,83517752185,,www.alians-ii.vdnh.ru,,,454007  Челябинск  улица 40 лет Октября  дом 29-а
УРАЛЭЛЕКТРОСЕРВИС,0,,83517759080,, ,,,454081  Челябинск  улица Потёмкина  дом 3  кв. 2
ВЕЛЕС,0,,83517297173,, ,,,454079  Челябинск  Линейная улица  дом 96-б
РЕЙС транспортная компания,0,,83517786131,, ,,,454085  Челябинск  проспект Ленина  дом 2-к  6-й эт.
ОПТИМУМ,0,,83512822001,, ,,,454007  Челябинск  Малогрузовая улица  дом 1
РАДОНЕЖСКИЙ логистический центр,0,,83517490530,,logistic-centr.ru,,,454036  Челябинск  Радонежская улица  дом 15  строение 3  офис 8
ЭЛЕКТРОМАШ,0,,83512394279,, ,,,454045  Челябинск  Физкультурная улица  дом 34
"ЧЕЛЯБОБЛТОППРОМ ОАО ""УВЕЛЬСКИЙ ФИЛИАЛ""",0,,83516632090,,,,,457000  Челябинская область  Увельский район  поселок Увельский  Железнодорожная улица  дом 47
ЧЕЛЯБИНСКИЙ ХЛАДОКОМБИНАТ № 1,0,,83512632060,, ,,,454090  Челябинск  проспект Ленина  дом 27
