Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
ПРОФИЛЬ  агентство недвижимости,0,,88162558786,, ,,,173020  Великий Новгород  Студенческая улица  дом 2-а
ЛУВР  агентство недвижимости,0,,88162552112,, ,,,173024  Великий Новгород  улица Кочетова  дом 10  323 офис  3 этаж  ТД Сплав
ДОМ В ИСПАНИИ  агентство туризма и недвижимости,0,https://wa.me/79029231001,,79029231001,www.domnaleto.ucoz.com,http://vk.com/club29648175,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 130
МАНЕКИ НЕКО,0,https://wa.me/79082267525,,79082267525, ,https://vk.com/mirn53,,173021  Великий Новгород  улица Кочетова  дом 30
АТН  агентство недвижимости,0,,88162771182,,,,,173003  Великий Новгород  улица Германа  дом 29  2 офис  3 этаж
ВОЛХОВА  бизнес-центр,0,https://wa.me/79082931868,,79082931868, ,,,173000  Великий Новгород  набережная Реки Гзень  дом 5
МАРКЕТ-БИЗНЕС,0,,88162644005,, ,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 90  корпус 1
НОВГОРОДАГРОСЕРВИС,0,,88162626621,, ,,,173000  Великий Новгород  Большая Санкт-Петербургская улица  дом 80
ТЭКОМ,0,,88162633609,,,,,173000  Великий Новгород  Славная улица  дом 32/23
РЕАЛ  агентство недвижимости,0,,88162229889,,,https://vk.com/northcastle  https://vk.com/sestri_grim,,173020  Великий Новгород  Большая Московская улица  дом 104  корпус 2
ПРОГРЕСС,0,,88162636800,, ,https://vk.com/northcastle  https://vk.com/sestri_grim,,173000  Великий Новгород  Большая Московская улица  дом 32/12
НОВГРАД  агентство недвижимости,0,https://wa.me/79602096075,,79602096075, ,https://vk.com/northcastle,,173007  Великий Новгород  улица Людогоща  дом 3  247 офис  2 этаж
МАКСИМИЛЛИАНС,0,,88162668300,, ,,,173020  Великий Новгород  улица Державина  дом 15
НАВИГАТОР,0,,88162222232,,neoinvest.ru,,,173003  Великий Новгород  набережная Реки Гзень  дом 5  602 офис  ДЦ Волхова
КОНСУЛ,0,,88162685088,, ,http://vk.com/konsul685088,,173021  Новгородская область  Новгородский район  деревня Новая Мельница  дом 37-а
ЭСТЕЙТ,0,,88162664551,,,,,Великий Новгород  Большая Московская улица  дом 26  1 этаж
NOIRBOX  репетиционная студия,0,https://wa.me/79082920385,,79082920385, ,http://vk.com/club66493344  http://vk.com/plusminusprod  http://vk.com/centraudio  http://vk.com/tee.records,,173003  Великий Новгород  улица Германа  дом 33/1
Тэмп  ук,0,,88162734650,,,,,173015  Великий Новгород  Псковская улица  дом 59-а
Идеал  риэлторская компания,0,,88162998212,,ideal-n.ru,,,Великий Новгород  Волотовская улица  дом 2/13
386  агентство недвижимости,0,,88162555386,,,,,Великий Новгород  Зеленая улица  дом 6
Колмово-Сити,0,https://wa.me/79539079070,,79539079070,,,,Великий Новгород  Сырковское шоссе  дом 2-а
НЗCB  офисный центр,0,,88162675381,,,,,173021  Великий Новгород  Нехинская улица  дом 57
ВЕКДОРСТРОЙ  компания,0,https://wa.me/79633664000,,79633664000,,,,173021  Великий Новгород  Нехинская улица  дом 8
Карьер ветренка,0,https://wa.me/79117041720,,79117041720, ,https://vk.com/id568026523,,175460  Новгородская область  Крестецкий район  почтовое отделение Усть-Волма
РОСКВАРЦ,0,,88005005829,,velikiy-novgorod.pesok-quartz.ru,,,173000  Великий Новгород  Большая Санкт-Петербургская улица  дом 39
СОРМОЛЬ,0,,88166862179,, ,,,174760  Новгородская область  Любытино  Советов улица  дом 121
ТРАНСПОРТНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ,0,,88162925652,,,,,173009  Великий Новгород  Псковская улица  дом 48
НОВГОРОДОБЛДОБЫЧА  компания по добыче песка,0,,88162680389,,,,,173000  Великий Новгород  улица Бояна  дом 7-а  34 офис
ФАИС  торгово-транспортная компания,0,https://wa.me/79116013901,,79116013901, ,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  строение 11
ТОРГОВО-ТРАНСПОРТНАЯ КОМПАНИЯ,0,,88162500554,, ,http://vk.com/club12556309,,173003  Великий Новгород  Базовый переулок  дом 6
ЗОЛОТОЙ КАПИТАЛ,0,,88162502080,, ,,,173016  Великий Новгород  проспект Александра Корсунова  дом 14-а  603 офис  6 этаж  правое крыло
СПЕЦНЕРУД  торгово-транспортная компания,0,,88162948190,, ,,,173016  Великий Новгород  улица Ломоносова  дом 9  3 этаж
НОВОМИКС  торговая компания,0,,88162602212,,,,,173021  Великий Новгород  Нехинская улица  дом 61
НОВГОРОДСКАЯ ПМК-1  многопрофильная компания,0,,88162799665,,novpmk1.ru,,,173526  Новгородская область  Новгородский район  поселок Панковка  Промышленная улица  дом 1
СТРОЙ ЗАКАЗ  торгово-строительная компания,0,https://wa.me/79116011125,,79116011125,,,,173003  Великий Новгород  улица Мусы Джалиля-Духовская  дом 23  13 офис  1 этаж
ВОЛХОВ-ЩЕБЕНЬ  оптовая компания,0,,88162645381,, ,,,173008  Великий Новгород  проезд Энергетиков  дом 10
ЗЕМСТРОЙ-Н  многопрофильная компания,0,,88162948190,, ,,,173016  Великий Новгород  улица Ломоносова  дом 9  3 этаж  вход со двора
СПЕЦМОНТАЖ,0,https://wa.me/79217316701,,79217316701, ,,,173008  Великий Новгород  Сырковское шоссе  дом 25-Б
КОМПАНИЯ ПО ПРОДАЖЕ ПЕСКА И ЩЕБНЯ,0,https://wa.me/79116036873,,79116036873,,,,173008  Великий Новгород  Сырковское шоссе  дом 3
ОБОИ ЭРИСМАНН,0,,88162948488,, ,http://vk.com/salonvilla,,173023  Великий Новгород  Ломоносова улица  дом 20  корпус 1
ПОРТЕ  студия интерьера и дизайна,0,,88162739557,,studia-porte.ru,,,173007  Великий Новгород  Десятинная улица  дом 2
ВИЛЛА  салон обоев премиум-класса,0,,88162661088,,vk.com/salonvilla,http://vk.com/salonvilla,,173014  Великий Новгород  Большая Московская улица  дом 74
НОВЫЙ ДОМ  торговый центр,0,,88162626256,,nd53.ru,,,173024  Великий Новгород  проспект Мира  дом 5
СЕРВИСОКНА  компания,0,https://wa.me/79217300208,,79217300208,servisokna53.wixsite.com,http://vk.com/servisokna53,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 57
ВСЕОКНА.РУ,0,,88162900208,, ,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 57
НОВЫЕ ОКНА  компания,0,,88162689003,,,,,173003  Великий Новгород  Великая улица  дом 22  строение 1
ОКНОФФ,0,,88162998908,, ,http://vk.com/oknoffvn,,173000  Великий Новгород  Большая Московская улица  дом 32
АЛЬТАИР,0,,88162556624,, ,http://vk.com/alfa_m_vn  http://vk.com/mebelvariant,,"173000  Великий Новгород  Санкт-Петербургская улица  дом 39  ТЦ ""Русский дом"""
ОКНА ПЛЮС,0,,88162948508,, ,,,173025  Великий Новгород  Нехинская улица  дом 24  корпус 1
УСПЕХ,0,,88162221140,, ,http://vk.com/windowsmarket,,173024  Великий Новгород  улица Кочетова  дом 8
АЛЕКСАНДРОВСКИЕ ОКНА,0,https://wa.me/79022837208,,79022837208,окнаалександр.рф,,,173001  Великий Новгород  улица Даньславля  дом 11
ВИТОПЛАСТ,0,,88162556454,,vitoplast53.ru,http://vk.com/oknavitoplast,,"173020  Великий Новгород  Большая Московская улица  дом 104  корпус 1  ТЦ ""Гранд""  3 этаж"
ОКОННЫЙ ДВОРЪ  ТФ,0,,88162621579,, ,,,173000  Великий Новгород  Большая Санкт-Петербургская улица  дом 80
ЕВРОПА ЭЛИТ  торгово-выставочный зал,0,,88162775361,, ,,,173003  Великий Новгород  улица Мусы Джалиля-Духовская  дом 23  каб. 10
ОКНА ЭТАЛОН  магазин-салон,0,,88162772478,,,,,173003  Великий Новгород  Кооперативная улица  дом 5
СТРОЙТРЕСТ,0,,88162617943,, ,,,173016  Великий Новгород  проспект Александра Корсунова  дом 14-а  офис 302
ОКОННЫЙ МАСТЕР,0,,88162601986,,,,,173024  Великий Новгород  проспект Александра Корсунова  дом 28-а  офис 215
АРДЕССТРОЙ,0,,88162552202,,,http://vk.com/artline53,,173000  Великий Новгород  Нехинская улица  дом 55
ТЕПЛЫЕ ОКНА  сервисная фирма,0,,88162606166,,www.teplieokna.com,,,173021  Великий Новгород
АЗБУКА,0,,88162963222,, ,,,173021  Великий Новгород  Нехинская улица  дом 59-б
ОТДЕЛКАПЕРЕДЕЛКА  ремонтная компания,0,https://wa.me/79210234455,,79210234455,vk.com/otdelkaperedelka,http://vk.com/otdelkaperedelka,,173008  Великий Новгород  Сырковское шоссе  дом 2-а
БЫТСЕРВИС  центр услуг,0,,88005516536,,,,,173008  Великий Новгород  Рабочая улица  дом 21
НОВБЫТСЕРВИС  компания,0,https://wa.me/79517207071,,79517207071,novbytservice.ru,http://vk.com/novbytservice,,173021  Великий Новгород  Нехинская улица  дом 57
МАСТЕР  строительная компания,0,https://wa.me/79110406888,,79110406888,www.masternov.ru,,,173003  Великий Новгород  Великая улица  дом 22
МАСТЕР СТРОИТЕЛЬ,0,https://wa.me/79210270553,,79210270553,,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 34
МОЙ ГОРОД 53,0,https://wa.me/79062058333,,79062058333,,,,173020  Великий Новгород  Маловишерская улица  дом 5
ПРАЙМ ППУ,0,,84995530477,,velnovgorod.poliuretan-ppu.ru,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 130
ТАЙГА-ДОМ  компания,0,https://wa.me/79212038909,,79212038909,taiga-dom.ru,http://vk.com/taigadom,,173020  Великий Новгород  улица Державина  дом 21-а
ЭНКИ СТРОЙ  компания,0,,88162601411,,enkistroyvn.ru,,,173024  Великий Новгород  проспект Александра Корсунова  дом 28  а
DOKA  компания,0,https://wa.me/79318500808,,79318500808,doka-dom.ru,http://vk.com/doka53,,173526  Новгородская область  Новгородский район  поселок Панковка  Промышленная улица  дом 1
MASTEROK53  ремонтная компания,0,https://wa.me/79212011662,,79212011662, ,http://vk.com/public158517078,,173008  Великий Новгород  улица Щусева  дом 9  корпус 1
СКАД,0,,88162948189,,www.skad.msk.ru,,,173007  Великий Новгород  улица Мерецкова-Волосова  дом 9
ЕВРОСТРОЙСЕРВИС  производственно-строительная фирма,0,,88162557255,, ,,,173020  Великий Новгород  Московская улица  дом 53
МАСТЕРСКАЯ ХУДОЖЕСТВЕННОЙ КОВКИ,0,,88162929194,,,,,173000  Великий Новгород  Стратилатовская улица  дом 17  офис 400
СТРОЙКОНСТРУКЦИЯ,0,,88162622772,, ,,,173001  Великий Новгород  Большая Санкт-Петербургская улица  дом 82-А
ВИКО  строительно-ремонтная компания,0,https://wa.me/79517219833,,79517219833,,,,173021  Великий Новгород  Нехинская улица  дом 57
СКАТ,0,,88162335453,,,,,173003  Великий Новгород  набережная Реки Гзень  дом 5  616 офис  6 этаж
ФОБОС  база строительных материалов,0,,88162662988,, ,,,173020  Великий Новгород  Народная улица  дом 8-А
ГРАНОДИОРИТ  ПТФ,0,,88165654642,,,,,174150  Новгородская область  Шимск  Ленина улица  дом 53
ПОЛИЛАЙН,0,,88162996010,, ,,,173021  Великий Новгород
ЭМ-СИ БАУХЕМИ  производственная компания,0,,88005550605,,www.plitonit.ru,,,Великий Новгород
ВЫБОР  ТФ,0,,88162617876,, ,,,173025  Великий Новгород  Нехинская улица  дом 48
СТРОЙБАЗА РАБОЧАЯ  база строительных материалов,0,,88162642481,, ,,,173008  Великий Новгород  Рабочая улица  дом 25
КАМЕННЫЙ ВЕК  ПТФ,0,,88162630223,, ,,,173000  Великий Новгород  улица Михайлова  дом 19
ПОРТЕ  студия интерьера и дизайна,0,,88162739557,,studia-porte.ru,,,173007  Великий Новгород  Десятинная улица  дом 2
КАМЕНЬ-ВН  мастерская по изготовлению плитки и камня,0,,88162601076,,,,,173008  Великий Новгород  Рабочая улица  дом 33
"КЕРАМИЧЕСКАЯ ПЛИТКА  магазин-салон напольных покрытий  ООО ""Гранит""",0,,88162676865,,www.plitka53.ru,http://vk.com/club66519964,,173000  Великий Новгород  Московская улица  дом 12
АРИСТО  мебельное Ателье,0,,88162556026,, ,,,173004  Великий Новгород  Большая Московская улица  дом 54
НОВСТРОЙ  торговая компания,0,https://wa.me/79116384088,,79116384088, ,,,173021  Великий Новгород  Нехинская улица  дом 12
НОВАРГОН  торгово-производственная компания,0,,88162604422,, ,,,173008  Великий Новгород  Рабочая улица  дом 55  вход со двора
ЛЕВША  сеть магазинов сантехники и отделочных материалов,0,,88162622325,,vk.com/club66519964,http://vk.com/club66519964,,173025  Великий Новгород  проспект Мира  дом 7
FSL  интерьер-ателье,0,https://wa.me/79116297555,,79116297555, ,,,173015  Великий Новгород  Псковская улица  дом 28  вход со двора
КАРЕЛЬСКИЙ КАМЕНЬ  производственно-торговая компания,0,,88162672327,,,,,173016  Великий Новгород  улица Зелинского  дом 10
КАРЕЛЬСКИЙ КАМЕНЬ  производственно-торговая компания,0,https://wa.me/79021472265,,79021472265,,,,173008  Великий Новгород  Сырковское шоссе  дом 3
АЛБАСС  сервисная компания,0,,88162535105,, ,,,173000  Великий Новгород  Славная улица  дом 46
СлавАква,0,,88003333253,,slavaqua.ru,,,Великий Новгород  Базовый переулок  дом 13
Крепежная компания,0,https://wa.me/79116002885,,79116002885, ,,,Великий Новгород  Рабочая улица  дом 31
БИО-СЕПТИКИ  компания,0,https://wa.me/79646904076,,79646904076,xn----9sbnkcan2alsn.xn--p1ai,,,173016  Великий Новгород  улица Менделеева  дом 4-а
НОВАРХИТЕКТУРА  компания,0,,88162909551,,novarh.ru,,,173003  Великий Новгород  Великая улица  дом 22  строение 1  5 офис  2 этаж
РСУ-7  ремонтно-строительная компания,0,,88162602118,, ,,,173024  Великий Новгород  проспект Александра Корсунова  дом 32
АГРОПРОМЭНЕРГО  производственно-монтажная компания,0,,88162620204,,,,,173021  Новгородская область  Новгородский район  деревня Новая Мельница  дом 17-а
"НОВГОРОДСКАЯ ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ  ООО ""НПК""",0,,88162765759,,www.novpk.ru,,,173021  Новгородская область  Новгородский район  деревня Новая Мельница  дом 57-а
НОВГОРОДСКАЯ РЕЗИНОПЕРЕРАБАТЫВАЮЩАЯ ФАБРИКА,0,https://wa.me/79210219009,,79210219009, ,,,173008  Великий Новгород  Сырковское шоссе  дом 3
Геомембрана,0,,88002506010,,geomemb.ru,,,Великий Новгород  Большая Санкт-Петербургская улица  дом 39
Геомембрана,0,,88002506010,,geomemb.ru,,,Великий Новгород  Большая Санкт-Петербургская улица  дом 39
РОВЕЛТРОН СПЕЦСТРОЙ ИНЖИНИРИНГ  компания,0,https://wa.me/79116002005,,79116002005,roveltron.ru,,,173024  Великий Новгород  проспект Александра Корсунова  дом 53
НОВОБАЛТ-ЕВРОЛИН,0,,88162640515,, ,,,173008  Великий Новгород  Рабочая улица  дом 43
АТЕЛЬЕ НАПОЛЬНЫХ ПОКРЫТИЙ  торговая компания,0,,88162670447,,,http://vk.com/laminate,,173021  Великий Новгород  Нехинская улица  дом 30-а
ХАМЕЛЕОН  магазин отделочных материалов,0,,88162670447,,,,,173021  Великий Новгород  Нехинская улица  дом 30-а
"КЕРАМИЧЕСКАЯ ПЛИТКА  магазин-салон напольных покрытий  ООО ""Гранит""",0,,88162676865,,www.plitka53.ru,http://vk.com/club66519964,,173000  Великий Новгород  Московская улица  дом 12
МЕГАПОЛИС МК,0,,88162998825,,www.megapolis53.ru,,,173008  Великий Новгород  Рабочая улица  дом 11
СИВИЛ ИНЖИНИРИНГ  инжиниринговая компания,0,,88162772536,, ,,,173003  Великий Новгород  улица Германа  дом 29  левое крыло  3 этаж
САТУРН  магазин товаров для ремонта,0,,88162645130,,,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 104
ТРИА  торгово-строительная компания,0,,88162552294,, ,http://vk.com/stroy_remont_fantom,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  строение 11  12 офис
АЗБУКА РЕМОНТА  строительный гипермаркет,0,,88162682018,,,http://vk.com/laminate,,173003  Великий Новгород  Колмовская набережная  дом 3  1 этаж  ТРЦ Славин
СОЛНЦА СТИЛЬ  компания,0,https://wa.me/79062034010,,79062034010, ,,,173014  Великий Новгород  Народная улица  дом 8-а
DARIANO  салон дверей и напольных покрытий,0,,88162703555,, ,http://vk.com/dverimagazinsalon,,Великий Новгород  улица Ломоносова  дом 20  корпус 1
МИР ДВЕРЕЙ И ПОЛОВ  магазин,0,,88162558406,,mirdp.com,,,173020  Великий Новгород  улица Державина  дом 19  2 этаж  гипермаркет Магнит
СПЕЦСТРОЙПОСТАВКА,0,,88162922715,,www.sspvn.ru,http://vk.com/stroim2020,,173024  Великий Новгород  проспект Александра Корсунова  дом 53/1  28 офис  2 этаж
КВАДРАТУРА,0,,88162500311,, ,,,173024  Великий Новгород  проспект Александра Корсунова  дом 28-а  1 этаж
ВИМОС  торговый дом,0,,88005556666,, ,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 82-а
БЕЛЫЙ КАМЕНЬ ПЛЮС  компания по аренде вестибюльных ковров,0,,88162774352,,,http://vk.com/laminate,,173001  Великий Новгород  Стратилатовская улица  дом 9-а  3 этаж
Славянка  РЭР №\xa003,0,,88162948105,, ,,,Великий Новгород  Новолучанская улица  дом 16
КВАДРАТНЫЙ МЕТР  компания по установке натяжных потолков любой сложности,0,,88162552189,, ,http://vk.com/m2_potolok,,173008  Великий Новгород  Северная улица  дом 4  к2
КАРАТ СЕРВИС  ПФ,0,,88162600071,, ,,,173024  Великий Новгород  проспект Александра Корсунова  дом 28-а  офис 306
ТЕХНОДИЗАЙН,0,,88162777788,, ,http://vk.com/uroventop,,173021  Великий Новгород  Нехинская улица  дом 59-б
МОНТАЖСЕРВИС,0,,88162556582,, ,,,173000  Великий Новгород  Нехинская улица  дом 55  оф 1
АСТОРИЯ,0,,88162556042,, ,,,173003  Великий Новгород  Октябрьская улица  дом 8-А  офис 317
ПОТОЛОЧНЫЕ СИСТЕМЫ,0,,88162685685,,www.potolok.nov.ru,http://vk.com/uroventop,,173025  Великий Новгород  Свободы улица  дом 25
KWEST  торгово-монтажная компания,0,,88162601600,, ,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 80  12 офис  3 этаж  2 подъезд
САДКО-ВН,0,,88162555300,, ,,,173004  Великий Новгород  Большая Московская улица  дом 54
ЭЛИТДЕКОР  компания натяжных потолков,0,,88162685154,, ,,,173021  Великий Новгород
АСАНА  ремонтно-торговая компания,0,,88162905113,, ,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 104  12 офис  1 этаж
АТЛАНТ  ремонтно-монтажная компания,0,,88162552645,, ,,,173021  Великий Новгород  Нехинская улица  дом 61  1209 офис  2 этаж
НОВЫЙ ВЕК  торгово-монтажная компания,0,,88162680069,,,,,173003  Великий Новгород  Великая улица  дом 22-а  гипермаркет Лента
САДКО  торгово-монтажная компания,0,,88162605978,,sadkonovgorod.taba.ru,http://vk.com/uroventop,,173021  Великий Новгород
5 ЭЛЕМЕНТОВ  производственно-монтажная компания,0,https://wa.me/79218438838,,79218438838, ,,,Великий Новгород  Большая Московская улица  дом 64/11  1 этаж
DARIANO  салон дверей и напольных покрытий,0,,88162703555,, ,http://vk.com/dverimagazinsalon,,Великий Новгород  улица Ломоносова  дом 20  корпус 1
DECOR CITY  студия натяжных потолков,0,,88162339970,,potolok-vn.ru,,,173024  Великий Новгород  проспект Александра Корсунова  дом 28-а
ВИЛОН  многопрофильная компания,0,,88007002571,,rklife.ru,,,173001  Великий Новгород  Стратилатовская улица  дом 12  вход с торца
РОСТЕХИНВЕНТАРИЗАЦИЯ-ФЕДЕРАЛЬНОЕ БТИ  ФГУП  филиал,0,,88162982913,, ,,,173014  Великий Новгород  Зеленая улица  дом 8
РОСТЕХИНВЕНТАРИЗАЦИЯ - ФЕДЕРАЛЬНОЕ БТИ  Новгородский филиал,0,,88162775400,, ,,,173015  Великий Новгород  улица Германа  дом 1
ГЛОБУС,0,,88162555512,, ,,,173024  Великий Новгород  проспект Александра Корсунова  дом 53/1  2.3 офис  2 этаж
МЭГАСТРОЙ  строительная компания,0,,88162640068,, ,,,173008  Великий Новгород  Рабочая улица  дом 51
ЭВАЗ  строительно-ремонтная компания,0,https://wa.me/79116204183,,79116204183,,,,173008  Великий Новгород  Сырковское шоссе  дом 14  1 этаж
СМП 323  компания,0,,88162221116,,,,,173003  Великий Новгород  Великая улица  дом 18  48 офис  4 этаж
НОВЫЙ ГОРОД  строительно-ремонтная компания,0,,88162675505,, ,https://vk.com/club84641158,,173021  Великий Новгород  Нехинская улица  дом 57  29 офис  2 этаж
БИЛДИНГС ГРУПП  строительная компания,0,,88162222274,, ,,,173025  Великий Новгород  Нехинская улица  дом 55-б  2 этаж
МЕГАПОЛИС МК,0,,88162998825,,www.megapolis53.ru,,,173008  Великий Новгород  Рабочая улица  дом 11
РЕСТАВРАТОР  торгово-производственная компания,0,,88162645018,,restavrator-vn.ru,,,173008  Великий Новгород  Рабочая улица  дом 33
СЕВЕРО-ЗАПАДНЫЙ  экологический центр,0,,88162604870,,,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 80
АНТИКОР-3  ремонтная компания,0,,88162675099,, ,,,173021  Великий Новгород  Нехинская улица  дом 57  39 офис  3 этаж
СДК  строительно-ремонтная компания,0,,88162737207,, ,,,173002  Великий Новгород  Новолучанская улица  дом 33  корпус 2
ОЛИМП,0,https://wa.me/79517270877,,79517270877, ,,,173526  Новгородская область  Новгородский район  поселок Панковка  Промышленная улица  дом 1  2 этаж
КОТТЕДЖ-СТРОЙ  строительная компания,0,https://wa.me/79517274838,,79517274838, ,,,173021  Великий Новгород  Нехинская улица  дом 12  408 офис  4 этаж
СТРОЙТЕК  ремонтно-строительная компания,0,,88162673444,,www.rsk-stroytek.ru,,,173021  Великий Новгород  проспект Мира  дом 31  корпус 2
РЕГИОНАЛЬНЫЙ ФОНД КАПИТАЛЬНОГО РЕМОНТА МНОГОКВАРТИРНЫХ ДОМОВ НА ТЕРРИТОРИИ НОВГОРОДСКОЙ ОБЛАСТИ  специализированная некоммерческая организация,0,,88162782001,, ,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 81  2 этаж
СК РЕГИОН МОНТАЖ  строительная компания,0,,88162948964,,www.region-m53.ru,,,173526  Новгородская область  Новгородский район  поселок Панковка  Промышленная улица  дом 13  2 этаж
УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА НОВГОРОДСКОЙ ОБЛАСТИ  ГБУ,0,,88162773535,,uks53.ru,,,Великий Новгород  Воскресенский бульвар  дом 3  202 кабинет  2 этаж
АРХИТЕКТУРА,0,,88162332184,,,,,173003  Великий Новгород  Великая улица  дом 22  корпус 3
СТРОЙРЕСТАВРАЦИЯ,0,,88162622627,, ,,,173016  Великий Новгород  проспект Александра Корсунова  дом 4-А
УЮТНЫЙ ДОМ-ВН,0,,88162603834,,vk.com/id432382989,http://vk.com/id432382989,,173020  Новгородская область  Новгородский район  поселок Волховец  Пионерская улица  дом 1
ЛАТИТУДО  торгово-строительная компания,0,,88005054540,,Latitudo.ru,http://vk.com/latitudo,,173003  Великий Новгород  Базовый переулок  дом 13
ЗАБОР ЛЕГО  компания,0,,88004441105,,legozabor.ru,http://vk.com/legozabor,,173020  Великий Новгород  Московская улица  дом 49  к2
ПРОФСТРОЙ  компания по изготовлению заборов,0,,88162554169,,zakaz-zabor.ru,,,173024  Великий Новгород  проспект Александра Корсунова  дом 28
КОМПАНИЯ ПО ПРОИЗВОДСТВУ И ПРОДАЖЕ ДОБОРНЫХ  кровельных и фасадных элементов  металлического штакетника,0,https://wa.me/79052908083,,79052908083,,,,173901  Великий Новгород  Михайловская улица  дом 18
ЗАБОРТЕХНО  завод,0,,88007073083,,texnafence.ru,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 75
ТЕХНА ОГРАЖДЕНИЕ,0,,84952012542,,xn--80ajysq.com,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  строение 11
WOOD & STEEL,0,https://wa.me/79116313137,,79116313137,,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 104  к13
НАМЕТАЛЛЕ,0,https://wa.me/79218401004,,79218401004, ,https://vk.com/club126936279,,173003  Великий Новгород  улица Германа  дом 37
ARTSTUDIO  кузнечная мастерская,0,,88162551620,, ,http://vk.com/club79298319,,173003  Великий Новгород  Великая улица  дом 20
СТАЛЬНОЙ  торгово-монтажная компания,0,https://wa.me/79602070077,,79602070077,,,,173021  Великий Новгород  Нехинская улица  дом 57
СВАРДЕН  производственная группа,0,,88162607499,,www.svarden.ru,,,173008  Великий Новгород  Сырковское шоссе  дом 30
ПРОМ СТРОЙ ГЕО  производственно-монтажная компания,0,,88162704104,, ,http://vk.com/club121972468,,173008  Великий Новгород  Рабочая улица  дом 55  корпус 1
СВАРОЖИЧ  производственная компания,0,,88162558186,, ,http://vk.com/staill,,173526  Новгородская область  Новгородский район  поселок Панковка  Промышленная улица  дом 15
ПАРТЕР  ландшафтно-строительная фирма,0,,88162601077,, ,http://vk.com/staill,,173003  Великий Новгород  улица Мусы Джалиля-Духовская  дом 23
НОВАРГОН  торгово-производственная компания,0,,88162604422,, ,,,173008  Великий Новгород  Рабочая улица  дом 55  вход со двора
ПРОФРЕМСТРОЙ  строительно-ремонтная компания,0,https://wa.me/79116004870,,79116004870, ,http://vk.com/staill,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 80  4 офис  4 этаж
ДОМБРУССЕРВИС  строительная компания,0,https://wa.me/79643633845,,79643633845, ,,,173021  Великий Новгород  Нехинская улица  дом 57
ЭЛЬ-БРУС  строительная компания,0,,88005502738,, ,https://vk.com/elbrus.stroi,,173007  Великий Новгород  Прусская улица  дом 15  Центральный рынок  выставочный домик
Группа СРО,0,https://wa.me/79650149178,,79650149178,,,,Великий Новгород  улица Людогоща  дом 8
Межрегиональное объединение строителей,0,,88162732857,,,,,Великий Новгород  Каберова-Власьевская улица  дом 6
Стройбизнесинвест,0,,88162737636,,,,,Великий Новгород  Стратилатовская улица  дом 17
ЭТАЛОН-СЕРВИС,0,https://wa.me/79633315533,,79633315533, ,https://vk.com/poverka.nadomy,,173021  Великий Новгород
ЖИЛТЕХСЕРВИС,0,,88162601056,, ,,,173009  Великий Новгород  Псковская улица  дом 42  корпус 5
КИТ  торгово-сервисная фирма,0,,88162221165,,www.companykit.ru,,,173003  Великий Новгород  Великая улица  дом 23
РЕГИОНАЛЬНЫЕ СИСТЕМЫ КОМФОРТА,0,,88162601057,,rsc-53.ru,,,173021  Великий Новгород  проспект Мира  дом 29
ОПТИ  ТФ,0,,88162738348,, ,,,173003  Великий Новгород  улица Мусы Джалиля-Духовская  дом 23
БРИГ  ТК,0,,88162799593,, ,,,173526  Новгородская область  Новгородский район  поселок Панковка  Промышленная улица  дом 19
ИНВЕСТСТРОЙ  ТФ,0,,88162731291,, ,,,173002  Великий Новгород  улица Германа  дом 1-а
ПАЙП,0,,88162636329,, ,,,173014  Великий Новгород  Студенческая улица  дом 33
"СЕТЬ МАГАЗИНОВ САНТЕХНИКИ  ООО ""Новтехкомплект-Д""",0,,88162769191,,,,,173009  Великий Новгород  Псковская улица  дом 46
ФАЯНС-САН  интернет-магазин японской сантехники,0,https://wa.me/79513645511,,79513645511,fayans-san.ru,,,173021  Великий Новгород  Нехинская улица  дом 55  цоколь  вход с торца
АЛЬДЕК  магазин сантехнического оборудования,0,,88162670812,,,,,173025  Великий Новгород  улица Кочетова  дом 23-а
ДАНИЛА МАСТЕР  магазин,0,,88162617657,,,,,173021  Великий Новгород  проспект Мира  дом 31  корпус 1
