Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
Дизель Сервис,0,https://wa.me/79201260788,,79201260788,dzls.ru,,,Ярославль  улица Лебедева  дом 3
СЕВЕРНАЯ ДИРЕКЦИЯ СНАБЖЕНИЯ,0,,84852495451,,,,,150048  Ярославль  Московский проспект  дом 66  а
ТЕХПРОМПОСТАВКА,0,https://wa.me/79641377733,,79641377733, ,,,150052  Ярославль
Союз керамики,0,https://wa.me/79051359999,,79051359999, ,,,Ярославль  Тутаевское шоссе  дом 130
Автопривод-Сервис,0,,84852332547,,autodrv.ru,http://vk.com/id252034108,,Ярославль  проспект Машиностроителей  дом 83
Стандарт,0,,84852512424,, ,,,150044  Ярославль  Ленинградский проспект  дом 37-а
Крафт Маркет,0,https://wa.me/79038212274,,79038212274,craft76.com,,,Ярославль  улица Богдановича  дом 6
Альта-Ярославль,0,,84852339790,,alta-yar.ru,,,Ярославль  проспект Толбухина  дом 8/75
Промтэк,0,https://wa.me/79066315322,,79066315322,,,,Ярославль  проспект Ленина  дом 44
Стройтайм,0,https://wa.me/79159990783,,79159990783,st-76.ru,,,Ярославль  Промышленное шоссе  дом 47
Эталон,0,https://wa.me/79159990345,,79159990345,etalon76.ru,,,Ярославль  улица Калинина  дом 18
Торговик,0,,84852684219,,torgoweek.ru,,,Ярославль  Московский проспект  дом 119  корпус В
Яркомпозит,0,https://wa.me/79301141415,,79301141415, ,,,150049  Ярославль  Магистральная улица  дом 7
СТРОЙ-ПОСТАВКА  строительно-торговая компания,0,,84852931529,, ,,,150019  Ярославль  Садовая улица  дом 5
ЯРМИК,0,,84852336343,, ,,,150040  Ярославль  проспект Октября  дом 43
СтройТехСервис,0,,84852940178,, ,,,Ярославль  1-й Промышленный проезд  дом 11
БРЕНДЛЕНТА,0,,88006001806,,,,,150044  Ярославль  Промышленная улица  дом 18  д
Российская стекольная компания,0,,84852588703,, ,,,Ярославль  улица Гагарина  дом 68-г
SC ALMA,0,https://wa.me/79636262706,,79636262706, ,,,150049  Ярославль  Толбухина проспект  дом 17  офис 304
Астел,0,https://wa.me/79201000041,,79201000041, ,,,Ярославль  Школьная улица  дом 31
Облик  компания,0,,84852587073,,,,,Ярославль  проспект Ленина  дом 44
Российская стекольная компания,0,,84852588703,, ,,,Ярославль  улица Гагарина  дом 68-г
Стекло76,0,,84852682238,,стекло76.рф,,,Ярославль  Большая Федоровская улица  дом 118-а
AGC Ярославль,0,,84852585932,, ,,,Ярославль  улица Полушкина Роща  дом 9  литера К  корпус 2
3D-BUKVA.RU  торгово-производственная компания,0,,84852607021,,3d-bukva.ru,,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Индустриальная улица  дом 6
Столярная мастерская на Филино,0,https://wa.me/79201293058,,79201293058,stolyarfilino.wixsite.com,http://vk.com/mebelz76,,Ярославль  Филинский переулок  дом 9/45
ИП Базанов,0,https://wa.me/79038222666,,79038222666,bazanov142700.ru,,,Ярославская область  Борисоглебский  Вощажниковская улица  дом 17
INDECOR  торговая организация по светотехнике и электроустановке,0,https://wa.me/79108250525,,79108250525,indecor.studio,,,150014  Ярославль  улица Свободы  дом 71-а
РЕГИОН-СКЛАД,0,,84852233001,,,,,150006  Ярославль  Тормозное шоссе  дом 93  строение 1
ОКНОВО  производственная компания,0,,84852607605,, ,http://vk.com/okno_vo,,150044  Ярославль  Промышленная улица  дом 4
ВЕРОН  строительная компания,0,,84852683342,,sk-veron.ru,,,150003  Ярославль  улица Фурманова  дом 1
HAITEN  магазин светодиодных светильников,0,,84852681633,,haiten.ru,http://vk.com/public202161399,,150029  Ярославль  Софьи Перовской переулок  дом 38
СВАЙГРАД,0,,84852953000,, ,http://vk.com/svaygrad,,150064  Ярославль  улица Бабича  дом 3-в
ОКНОВО  производственная компания,0,,84852608640,,xn--b1apjccb.xn--p1ai,http://vk.com/okno_vo,,150003  Ярославль  улица Полушкина Роща  дом 9  строение 14
ОКНОВО  производственная компания,0,,84852607605,,xn--b1apjccb.xn--p1ai,http://vk.com/okno_vo,,150014  Ярославль  проспект Толбухина  дом 8/75
Вертикаль,0,,84852332161,,sk-vertical.ru,,,150003  Ярославль  улица Полушкина Роща  дом 9-б  офис 321
МЕГАСТЯЖКА  строительно-монтажная компания,0,,84852333383,,mega-styagka.ru,,,150040  Ярославль  проспект Октября  дом 56  оф.302
ВОССОЗДАНИЕ  строительная компания,0,,84852733650,, ,,,150054  Ярославль  Тургенева улица  дом 17
ГИДРОТЕХСТРОЙ  строительная компания,0,,84852495991,, ,,,150029  Ярославль  Софьи Перовской переулок  дом 32
СВАИНОВА  торгово-монтажная компания,0,,84852680888,, ,,,150040  Ярославль  улица Некрасова  дом 54
СПЕЦСТРОЙМЕХАНИЗАЦИЯ  строительная организация,0,,84852738342,, ,,,150044  Ярославль  Промышленный переулок  дом 2-б
СТРОЙПРОФИ  ремонтно-строительная фирма,0,,84852757264,, ,,,150040  Ярославль  Некрасова улица  дом 64
ФУНДЭКС  завод виниловых свай,0,,84852337527,,www.fundex.su,,,150044  Ярославль  Ленинградский проспект  дом 33
СПЕЦСТРОЙ,0,,84852660306,, ,,,150001  Ярославль  улица Наумова  дом 67  202 офис
СТРОЙБЫТ СЕРВИС,0,https://wa.me/79657263506,,79657263506,,,,150002  Ярославль  Красноперекопская улица  дом 18-а
Ярнефтехимстрой-2,0,,84852472653,,,,,Ярославль  улица Зелинского  дом 13
Мегастрой,0,,84852671435,,megastroy2009.ru,,,Ярославль  улица Гагарина  дом 64-г
Вакансия Про,0,https://wa.me/79301107356,,79301107356, ,,,Ярославль  Дачная улица  дом 21
Спецтехника,0,https://wa.me/79056348313,,79056348313,,,,Ярославль  проспект Машиностроителей  дом 83
СвайСтройРегион-Ярославль,0,,84852700505,,svai44.ru,,,Ярославль  улица Победы  дом 1
Автострой,0,https://wa.me/79056314353,,79056314353, ,,,Ярославль  улица Механизаторов  дом 3
СВК-Мастер,0,,84852670211,,svkmaster.ru,,,Ярославль  проспект Фрунзе  дом 97
Яма  компания,0,,84852662613,,,,,Ярославль  Комсомольская улица  дом 14-б
Строительство Ремонт Благоустройство,0,https://wa.me/79066350377,,79066350377,,,,Ярославль  Рылеева улица  дом 62
Арсенал-Урал,0,,88002501080,,a-u-co.ru,,,150044  Ярославль  Промышленная улица  дом 12
БЛОКСТРОЙ  торгово-производственная компания,0,,84852500605,,blokstroj.ru,,,150014  Ярославль  Большая Октябрьская улица  дом 65  лит Г
ВИБРОМОТОРЫ.РФ,0,,84852695276,, ,,,150054  Ярославль  улица Чехова  дом 17  корпус 2
KOMATSU  торговая компания,0,,84852588521,,www.komatsu.ru,,,150023  Ярославль  улица Гагарина  дом 62  в
СПЕЦАВИА,0,,84852988097,, ,http://vk.com/specavia_pro,,Ярославль  Новоярославская станция  дом 8
КРАСНЫЙ МАЯК  торговый дом,0,,84852490545,, ,,,150008  Ярославль  Машиностроителей проспект  дом 83
ЯРПРОКАТ  компания проката строительного оборудования и инструмента,0,,84852905345,, ,,,150049  Ярославль  Магистральная улица  дом 2  корпус 1
МАССИВ-2010,0,,84852918674,, ,,,150045  Ярославль  улица Панина  дом 11
ПЛОТИНА БОБРА,0,,84852335366,, ,,,150044  Ярославль  улица Полушкина Роща  строение 16лк
ЯрБуксир - грузовой эвакуатор  легковой эвакуатор  манипулятор,0,,84852917676,, ,,,150033  Ярославль  Тутаевское шоссе  дом 62  корпус 3
АНКОР,0,,84852217808,, ,,,150054  Ярославль  проспект Ленина  дом 61-а
АНТАРЕС  торговая компания,0,,84852947578,, ,,,150047  Ярославль  Угличская улица  дом 39-б
БАЛАТОН  торговый дом,0,,84852586614,, ,,,150044  Ярославль  Промышленная улица  дом 2
ВИБРОМАШ  производственная фирма,0,,84852939969,, ,,,150020  Ярославль  Камышовая улица  дом 17
ГАЛАКС  торгово-сервисная компания,0,https://wa.me/79023337706,,79023337706, ,,,150049  Ярославль  Магистральная улица  дом 36
ПАЛЛАНТ  торговая фирма,0,,84852488286,, ,,,150006  Ярославль  Ярославская улица  дом 27  корпус 2
ПРОМСЕРВИС  торгово-промышленная компания,0,,84852993329,, ,,,150001  Ярославль  Кирпичная улица  дом 17
МЕБЕЛЬНЫЙ № 1  мебельный торговый центр,0,https://wa.me/79206546714,,79206546714,,,,150060  Ярославль  Ленинградский проспект  дом 123
МЕБЕЛЬ МАРКТ  мебельный центр,0,https://wa.me/79858915901,,79858915901,,,,150001  Ярославль  Малая Пролетарская улица  дом 58
KERAMA MARAZZI,0,,84852208222,, ,,,150003  Ярославль  проспект Ленина  дом 16
ПРОЕКТ  торговая компания,0,,84852334029,,sendvichproekt.ru,,,150003  Ярославль  проспект Ленина  дом 3
МаксиТерм,0,,88126333322,,maxitherm.ru,,,150049  Ярославль  Вспольинское поле  дом 11-б
Ярпромстройинвест,0,,84852680666,, ,,,150044  Ярославль  проспект Октября  дом 94
СТРОЙ-АЛЬЯНС  группа компаний,0,https://wa.me/79066395568,,79066395568, ,,,150044  Ярославль  Ленинградский проспект  дом 29-а
МАССИВ-2010,0,,84852918674,, ,,,150045  Ярославль  улица Панина  дом 11
ЯРОСЛАВСКИЙ ТОРГОВЫЙ ДОМ КОМПОЗИТНЫХ ИЗДЕЛИЙ,0,https://wa.me/79159833627,,79159833627,yartorgstroy.pulscen.ru,,,150049  Ярославль  Магистральная улица  дом 7
МЕТАЛЛ ПРОФИЛЬ,0,,84852262777,, ,,,150020  Ярославль  Цветочная улица  дом 11
ВСПОЛЬЕ  торговый дом,0,,84852200626,, ,,,150049  Ярославль  Вспольинское поле  дом 1
ДОМСТРОЙ  торговая компания,0,,84852724693,,,,,150020  Ярославль  Домостроителей проезд  дом 1
ИННКО ХОУМЗ  производственно-строительная компания,0,,84852941134,, ,,,150052  Ярославль  улица Громова  дом 18
КУПЕЦ  торговый дом,0,,84852940987,,,,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Индустриальная улица  дом 3
ЛАУРА КАЗАРЯН  торговая компания,0,https://wa.me/79201136889,,79201136889,,,,150057  Ярославль  улица Калинина  дом 5
МИЛАНЖ ГРУПП  торговая компания,0,,84852580787,, ,,,150044  Ярославль  Промышленная улица  дом 1  строение 3
ОСЬМИНОГ  торговая компания,0,,84852328583,, ,,,150049  Ярославль  Вспольинское поле  дом 12
СТРОЙОТДЕЛ  торговая компания,0,,84852275364,, ,,,150044  Ярославль  проспект Октября  дом 78-д
СТРОЙКА  торговая компания,0,,84852670606,, ,,,150044  Ярославль  Промышленная улица  дом 2
КУВАЛДА.РУ  интернет-магазин инструмента и оборудования,0,,84852609264,,yaroslavl.kuvalda.ru,http://vk.com/kuvaldaru,,150044  Ярославль  улица Полушкина Роща  строение 16лк
ПРОМОБОРУДОВАНИЕ  торговая фирма,0,,84852670249,, ,,,150047  Ярославль  улица Белинского  дом 31/32
ГАРУС,0,,84852942414,, ,,,150049  Ярославль  Вспольинское поле  дом 22
АЛЬФА РЕСУРС  торговая компания,0,,84852584610,, ,,,150003  Ярославль  улица Победы  дом 6  14-15 офис  4 этаж
ВОЛЖАНИН  строительная компания,0,https://wa.me/79301324574,,79301324574,sk-volzhanin.tiu.ru,,,150054  Ярославль  улица Тургенева  дом 17  516 офис  5 этаж
МЕТАЛЛОСТРОЙ,0,https://wa.me/79301323101,,79301323101, ,,,150044  Ярославль  проспект Октября  дом 86  а
РЦ ТЕХНОТАЙР  торгово-сервисная компания,0,,84852791473,,technotyre.ru,,,150003  Ярославль  Советская улица  дом 81
ТНМК  компания,0,,84852695798,,tnmk-yaroslavl.ru,,,150044  Ярославль  Промышленная улица  дом 18
ОПТРЕЗЕРВ  оптовая компания,0,,84852370074,,,,,150014  Ярославль  Рыбинская улица  дом 44-а
ФАВОРИТ ГРУПП,0,,84852607374,, ,,,150001  Ярославль  1-я Вокзальная улица  дом 7
ЛИНДАБ БИЛДИНГС,0,,84852581600,, ,,,150010  Ярославль  улица Пожарского  дом 73
АГОРА,0,,84852599536,, ,,,150030  Ярославль  Старокостромская улица  дом 1-а
АЛЕКС  научно-производственное объединение,0,,84852982827,,www.alex.yartpp.ru,,,150025  Ярославская область  Ярославский район  поселок Карачиха  Садовая улица  дом 5
АРТМЕТАЛЛ  торгово-производственная компания,0,,84852266483,, ,,,150008  Ярославль  Шандорная улица  дом 3
ВЕРХНЕВОЛЖСКОЕ УПРАВЛЕНИЕ МОНТАЖНЫХ И СПЕЦИАЛЬНЫХ РАБОТ  строительно-монтажная компания,0,,84852212911,, ,,,150049  Ярославль  Вспольинское поле  дом 5-а
ИНСАЙД И КО  торгово-производственная компания,0,,84852453828,, ,,,150507  Ярославль  поселок Ивановский перевоз  дом 5
КРОН  производственная компания,0,,84852909476,, ,,,150023  Ярославль  улица Гагарина  дом 68
КАПИТЕЛЬ  торгово-монтажная компания,0,,84852580174,, ,,,150044  Ярославль  проспект Октября  дом 94
КОТЛОМАШСЕРВИС,0,,84852672410,, ,,,150044  Ярославль  Промышленная улица  дом 1  строение 4
ПРОЕКТСТРОЙ  ПСК,0,,84852680447,,www.est-vse76.ru,,,150049  Ярославль  улица Ухтомского  дом 17-а
Альмерия,0,,84852673390,, ,,,Ярославль  улица Полушкина Роща  дом 9-б
Мегаполис  ТК,0,,84852640021,,,,,Ярославль  проспект Октября  дом 56/2
Лесторг,0,,84852480204,,lectorg.ru,,,Ярославль  улица Журавлева  дом 5
Стройсмена,0,https://wa.me/79619745719,,79619745719,stroysmena.ru,,,150008  Ярославль  Стопани улица  дом 83
Теплант,0,https://wa.me/79209379444,,79209379444,termo-panel.ru,,,Ярославль  Тутаевское шоссе  дом 1
Пречистенская ПМК,0,,84854921670,, ,,,152430  Ярославская область  Первомайский район  поселок Пречистое  Ярославская улица  дом 2-б
Сокол  мастерская,0,https://wa.me/79066395469,,79066395469, ,,,Ярославская область  Ярославский район  поселок Кузнечиха  Промышленная улица  дом 5
ПСП,0,,84852672067,,,,,Ярославль  Песочная улица  дом 55
Матрикс,0,,84852684742,,,,,Ярославль  улица Городской Вал  дом 1-а
Завод винтовых свай Форестер,0,https://wa.me/79038239007,,79038239007, ,,,Ярославль  Магистральная улица  дом 18
Комплит Хаус,0,https://wa.me/79108278554,,79108278554, ,,,Ярославль  проезд Матросова  дом 13
Роял Сервис,0,https://wa.me/79611542019,,79611542019,rusroyal.ru,,,Ярославль  проспект Толбухина  дом 8/75
Декор бетон,0,,84852333823,, ,,,Ярославль  проспект Машиностроителей  дом 83
Транс Холдинг,0,,84852427735,,,,,Ярославль  улица Терешковой  дом 13/5
Петровский строительный двор,0,https://wa.me/79807447171,,79807447171,psdvor.ru,,,Ярославская область  Ярославский район  деревня Петровское  Подгорная улица  дом 71
Трансвэл,0,https://wa.me/79657262299,,79657262299,,,,Ярославль  Мышкинский проезд  дом 10
РВК-ГРУПП  строительная компания,0,,84852236184,,,,,150049  Ярославль  улица Свободы  дом 91
ГАЗСТРОЙМОНТАЖПРОЕКТ  строительная компания,0,,84852423414,, ,,,150030  Ярославль  Московский проспект  дом 119  корпус 3
3-Е ЯРОСЛАВСКОЕ ПРЕДПРИЯТИЕ,0,,84852760977,,3yarpr.ru,,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Индустриальная улица  дом 1
ВОЛЖСКИЕ ПЕНАТЫ  жилой комплекс,0,,84852338337,, ,http://vk.com/public155346979  http://vk.com/volgapenates,,150007  Ярославль  Сквозной переулок  дом 8  ст1
ЛЕВЕЛ НЕДВИЖИМОСТЬ  строительная компания,0,https://wa.me/79036388338,,79036388338,,,,150000  Ярославль  улица Собинова  дом 50  корпус 2
ЯРДИЛЕР  строительная компания,0,,84852713200,,,,,150066  Ярославль  улица Пожарского  дом 66
ФОРУМ  строительная компания,0,,84852685106,, ,,,150062  Ярославль  5-я Яковлевская улица  дом 17  Б
ЯРОСЛАВЛЬ СИТИ  строительная компания,0,,84852337778,,ya-city.com,,,150030  Ярославль  Московский проспект  дом 78
МАССИВ  строительная компания,0,,84852339022,, ,,,150046  Ярославль  улица Титова  дом 20
СЗ ТАЛАН-ЯРОСЛАВЛЬ  строительная компания,0,,84852593373,,xn--80aezclli6gta.xn--80aa6ajv.xn--p1ai,,,150033  Ярославль  улица Батова  дом 30/1
ХОТТАБЫЧ  строительная компания,0,,84852331041,,,,,150000  Ярославль  улица Кирова  дом 10/25
КАПИТАЛ 76  специализированный застройщик,0,https://wa.me/79092766456,,79092766456,kapital-76.ru,,,150003  Ярославль  Республиканская улица  дом 3  корпус 6
СЕРДЦЕ ЯРОСЛАВЛЯ  жилой комплекс,0,,84852273456,,yar.ilike.ru,http://vk.com/serdtseyaroslavlya,,150049  Ярославль  Рыбинская улица  дом 46
БЕЛЫЙ ДОМ  строительная компания,0,,84852609012,,yaroslavl.beli-dom.ru,http://vk.com/belidom52,,150003  Ярославль  улица Полушкина Роща  дом 9  строение 13
УДАРНИК  строительная компания,0,,84852332252,,svai-udarnik.ru,http://vk.com/zabivnye_svai,,150049  Ярославль  Мышкинский проезд  дом 15  Б
НИКА-СТРОЙ  строительная компания,0,https://wa.me/79806534385,,79806534385,,,,150042  Ярославль  Елены Колесовой улица  дом 13
РУНГА  компания,0,https://wa.me/79201200420,,79201200420,rungadom.ru,,,150010  Ярославль  улица Марголина  дом 13  строение 5
АВАНГАРД  строительная компания,0,https://wa.me/79036463764,,79036463764, ,,,150001  Ярославль  улица Наумова  дом 67/2
ДВИГАТЕЛЬМОНТАЖ-СТРОЙ  строительно-монтажная компания,0,,84852334422,, ,,,150508  Ярославская область  Ярославский район  село Ченцы  Промышленная улица  дом 1
ЯРОСЛАВСКАЯ ДОМОСТРОИТЕЛЬНАЯ КОМПАНИЯ,0,,88002223879,, ,,,150049  Ярославль  Мышкинский проезд  дом 7
СК ВДС,0,,84852662101,,www.vdoskusvoi.com,http://vk.com/vdoskysvoiyar,,150044  Ярославль  Промышленная улица  дом 20  а
СТРОЙАРСЕНАЛ,0,,84852662101,,,,,
INDUSTRIAL CONSTRUCTION  торгово-производственная компания,0,,84852200239,, ,,,150049  Ярославль  Салтыкова-Щедрина улица  дом 69-б
АВЕРС-СЕРВИС  строительная компания,0,,84852519797,, ,,,150047  Ярославль  Добрынина улица  дом 25
АЛЬЯНС  производственно-строительная компания,0,,84852730417,,,,,150000  Ярославль  Челюскинцев площадь  дом 17-а
АЛЬЯНС-КАПИТАЛ  инвестиционно-строительная компания,0,,84852671640,, ,,,150044  Ярославль  Октября проспект  дом 88
АНТАРЕС  производственно-строительная компания,0,,84852495135,, ,,,150001  Ярославль  Тормозное шоссе  дом 3
АТЛАС-С  строительная компания,0,,84852576683,, ,,,150042  Ярославль  Тутаевское шоссе  дом 31-а
АЭРОДРОМДОРСТРОЙ-А  строительная компания,0,,84852589046,, ,,,150000  Ярославль  Которосльная набережная  дом 22
ВЕРТИКАЛЬ  строительная организация,0,https://wa.me/79036907275,,79036907275, ,,,150042  Ярославль  Елены Колесовой улица  дом 13
ВОЛГАСТРОЙСЕРВИС  строительная компания,0,,84852328232,,,,,150014  Ярославль  Чайковского улица  дом 23
ВТОРОЕ СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ,0,,84852985799,, ,,,150040  Ярославль  Октября проспект  дом 56
ВЫМПЕЛ ПЛЮС  строительная компания,0,,84852246475,, ,,,150055  Ярославль  улица Серго Орджоникидзе  дом 7
ГИДРОСПЕЦФУНДАМЕНТСТРОЙ  строительная компания,0,,84852551755,, ,,,150044  Ярославль  улица Механизаторов  дом 12
СТРОИТЕЛЬНО-ЖИЛИЩНАЯ ЭКСПЕРТИЗА,0,,84852721883,, ,,,150047  Ярославль  Белинского улица  дом 29
ЭКСПЕРТ,0,https://wa.me/79054255392,,79054255392,yaroslavlexpert.ru,,,150040  Ярославль  улица Победы  дом 28-а
СВК-Мастер,0,,84852670211,,svkmaster.ru,,,Ярославль  проспект Фрунзе  дом 97
РЕМСТРОЙКОНСТРУКЦИЯ,0,,84852431343,, ,,,150521  Ярославская область  Ярославский район  поселок Щедрино  Центральная улица  дом 5
СК МОНОЛИТ  компания по аренде и лизингу строительных машин,0,https://wa.me/79109733665,,79109733665,,,,150001  Ярославль  2-я Тарная улица  дом 2
АБСОЛЮТ  строительный холдинг,0,,84852587676,, ,,,150003  Ярославль  улица Полушкина Роща  дом 16  строение 68
ВЛАСТСТРОЙ И КО  строительно-торговая компания,0,,84852408583,, ,,,150003  Ярославль  улица Полушкина Роща  дом 9-б
ПРОМСТРОЙСЕРВИС+  строительная компания,0,,84852459240,, ,,,150049  Ярославль  улица Лисицына  дом 3-а  литера Г
РЕГИОНСТРОЙ  строительно-монтажная компания,0,,84852550356,, ,,,150044  Ярославль  Октября проспект  дом 90-б
СЛАВНЕФТЬСТРОЙ  строительная компания,0,,84852498138,, ,,,150023  Ярославль  Гагарина улица  дом 75
"СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-2  ОАО ""Ярнефтехимстрой""",0,,84852447324,,,,,150023  Ярославль  Зелинского улица  дом 13
"СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-5  ОАО ""Ярнефтехимстрой""",0,,84852480106,, ,,,150023  Ярославль  Курчатова улица  дом 3
ФРОНТОНЪ  строительная компания,0,,84852599912,, ,,,150044  Ярославль  Октября проспект  дом 87-а  литера Д
ЯРИНВЕСТПРОЕКТ  инвестиционно-строительная компания,0,,84852303814,, ,,,150003  Ярославль  улица Суркова  дом 14
ЯРНЕФТЕХИМСТРОЙ,0,,84852440822,, ,,,150023  Ярославль  улица Курчатова  дом 3
РЕМИНДУСТРИЯ,0,,84852499326,, ,,,150023  Ярославль  улица Гагарина  дом 76
ЯРСБ  строительная компания,0,,84852585371,, ,,,150000  Ярославль  улица Собинова  дом 5-Б  10 офис
РУССИП-ТРЕЙД,0,,84852684307,,russip-rus.ru,,,150014  Ярославль  улица Богдановича  дом 6-а  416 офис
ПРОМГРАЖДАНСТРОЙ,0,,84852660438,, ,,,150030  Ярославль  проспект Фрунзе  дом 3
СТРОЙМОНТАЖ,0,,84852770462,, ,,,150033  Ярославль  Тутаевское шоссе  дом 64-а  2 этаж
КИПРЕСУРС  строительная компания,0,https://wa.me/79201072281,,79201072281,,,,150042  Ярославль  Тутаевское шоссе  дом 6  Б
ИТ-ЦЕНТР-ЯРОСЛАВЛЬ  проектно-строительная компания,0,,84852725670,, ,,,150014  Ярославль  улица Чайковского  дом 9
ОМЕГА ЭЛЕКТРО  строительная компания,0,,84852553247,, ,,,150044  Ярославль  Ленинградский проспект  дом 33
ОМЕГА-СВЯЗЬСТРОЙ  строительная компания,0,,84852671077,, ,,,150044  Ярославль  1-й Промышленный проезд  дом 9
РОСАЛИН  проектно-строительная компания,0,,84852332034,, ,,,150042  Ярославль  Тутаевское шоссе  дом 4-а
СВЯЗЬКОМ  строительная компания,0,,84852201112,, ,,,150049  Ярославль  Вспольинское поле  дом 5
СВЯЗЬСТРОЙ,0,,84852585131,, ,,,150001  Ярославль  Малая Пролетарская улица  дом 18-а  строение 2
СВЯЗЬСТРОЙ-ВОЛС,0,,84852582838,,,,,150043  Ярославль  улица Белинского  дом 1
СОЮЗСВЯЗЬИНФОРМ  строительная фирма,0,,84852429604,, ,,,150001  Ярославль  улица Карабулина  дом 33
ЯР  научно-производственная фирма,0,,84852307707,, ,,,150003  Ярославль  улица Победы  дом 16  корпус 2
АМИДИ  монтажная компания,0,https://wa.me/79301324090,,79301324090,сервис-контроль.рф,,,150042  Ярославль  Тутаевское шоссе  дом 2  корпус 3  5 офис
ТОРСИОН-ТЕЛЕКОМ,0,,84852429660,,trsn.ru,,,150001  Ярославль  улица Карабулина  дом 33  603 офис  6 этаж
ЯРСНИП,0,,84852332578,,yarsnip.ru,,,150014  Ярославль  улица Володарского  дом 1-а
СТРОЙМОНТАЖ,0,,84852770462,, ,,,150033  Ярославль  Тутаевское шоссе  дом 64-а  2 этаж
МОСТООТРЯД-6  строительная компания,0,,84852568640,, ,,,150033  Ярославль  Тутаевское шоссе  дом 64-а
РЕМПУТЬ  строительная компания,0,,84852739566,, ,,,150003  Ярославль  улица Терешковой  дом 29-а
СТРОЙИНВЕСТ  строительная компания,0,,84852739029,, ,,,150003  Ярославль  Терешковой улица  дом 29-а
СТРОЙПУТЬИНВЕСТ  строительная компания,0,,84852315328,, ,,,150000  Ярославль  улица Свердлова  дом 14
ЯРОСЛАВГРАД  строительная компания,0,,84852722830,, ,,,150047  Ярославль  Угличская улица  дом 41
РЕМИНДУСТРИЯ,0,,84852499326,, ,,,150023  Ярославль  улица Гагарина  дом 76
ТЕХПРОМЭКСПЕРТ,0,,88005006378,,tpexpert-yar.ru,,,150049  Ярославль  Мышкинский проезд  дом 15  Б
ГАЗИФИКАЦИЯ  торгово-монтажная компания,0,https://wa.me/79036465261,,79036465261, ,,,150044  Ярославль  Ленинградский проспект  дом 29
ГАЗСТРОЙСЕРВИС  строительная компания,0,,84852486591,,,,,150014  Ярославль  Рыбинская улица  дом 9
РЕГИОНЭНЕРГОМОНТАЖ  сервисная компания,0,,84852660490,, ,,,150001  Ярославль  улица Наумова  дом 67
СЕЛЬХОЗГАЗИНВЕСТ,0,,84852587783,, ,,,150044  Ярославль  Октября проспект  дом 90
СПЕЦСЕТЬСТРОЙ  строительная компания,0,,84852326985,, ,,,150029  Ярославль  Софьи Перовской переулок  дом 38
ЭКВОС  строительно-газовая компания,0,,84852560962,, ,,,150060  Ярославль  Труфанова улица  дом 30  корпус 3
ЭЛЕКТРОСЕТЬ  проектно-строительная компания,0,,84852586975,, ,,,150040  Ярославль  Победы улица  дом 38/27
ЯРСТРОЙГРУПП  строительная компания,0,,84852973620,,ярстройгрупп.рф,,,150014  Ярославль  Угличская улица  дом 10
ЯРГАЗСЕРВИС  строительно-сервисная компания,0,,84852946257,, ,,,150052  Ярославль  Елены Колесовой улица  дом 58
ЯРГАЗСЕРВИС  строительно-сервисная компания,0,,84852946257,, ,,,150020  Ярославль  Цветочная улица  дом 7
ЯРГАЗСТРОЙ  строительная фирма,0,,84852553234,, ,,,150042  Ярославль  улица Блюхера  дом 26
ЯРНИПИНЕФТЕГАЗ,0,,84852640401,, ,,,150040  Ярославль  Некрасова улица  дом 54
ЯРОСЛАВСКАЯ ЭЛЕКТРОСЕТЕВАЯ КОМПАНИЯ,0,,84852588730,, ,,,150040  Ярославль  проспект Ленина  дом 33
ЯРОСЛАВСКАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА № 48,0,,84852729410,, ,,,150049  Ярославль  Вспольинское поле  дом 16
ЯРСТРОЙГАЗ,0,https://wa.me/79610273333,,79610273333, ,,,150040  Ярославль  проспект Октября  дом 56  301 офис
ТЕПЛОТЕХНИКА,0,,84852457211,, ,,,150049  Ярославль  Вспольинское поле  дом 16
Строительство домов,0,https://wa.me/79308035530,,79308035530,,,,150040  Ярославль  улица Некрасова  дом 41-а
ЗЕЛЕНЫЙ БОР  строительная компания,0,https://wa.me/79109749191,,79109749191, ,,,150044  Ярославль  проспект Октября  дом 89  офис 206
ЯРЗЕМПРОЕКТ,0,https://wa.me/79109662106,,79109662106, ,,,150000  Ярославль  Большая Октябрьская улица  дом 33-а  офис 304
ДОМАСТРОЙ2,0,,84852684680,,domastroy2.ru,,,150044  Ярославль  проспект Октября  дом 94
ДОМ НЕДОРОГО,0,,84852682447,,stroitelstvodomov.pro,http://vk.com/domnedorogo35,,150054  Ярославль  улица Щапова  дом 20  офис 312
ЯНА,0,,84852333363,,prmzona.ru,,,150031  Ярославль  Промышленное шоссе  дом 1
ЯРСНИП,0,,84852332578,,yarsnip.ru,,,150014  Ярославль  улица Володарского  дом 1-а
Земресурс,0,https://wa.me/79301175758,,79301175758,zem-resurs.com,,,Ярославская область  Некрасовское  Кооперативная улица  дом 8
