Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес,,
СТРОЙМИР  сеть магазинов товаров для дома,0,https://wa.me/79100068456,,79100068456,,,,603142  Нижний Новгород  Мончегорская улица  дом 18/2,,
СЕТЬ МАГАЗИНОВ  ИП Зажигин В.Н.,0,,88312653005,,,,,603139  Нижний Новгород  улица Героев Космоса  дом 52,,
СЕТЬ МАГАЗИНОВ  ИП Зажигин В.Н.,0,,88312653005,,,,,603096  Нижний Новгород  Светлоярская улица  дом 46,,
СЕТЬ МАГАЗИНОВ  ИП Зажигин В.Н.,0,,88312653005,,,,,603037  Нижний Новгород  Торфяная улица  дом 30,,
СЕТЬ МАГАЗИНОВ  ИП Зажигин В.Н.,0,,88312653005,,,,,603037  Нижний Новгород  улица Островского  дом 7,,
СЕТЬ МАГАЗИНОВ  ИП Зажигин В.Н.,0,,88312653005,,,,,603040  Нижний Новгород  Союзный проспект  дом 7-а,,
RODLEX  компания,0,,88007001815,,www.rodlex.ru,,,603116  Нижний Новгород  Гордеевская улица  дом 59-а  корпус 15,,
МАГАЗИН САНТЕХНИКИ,0,https://wa.me/79103992079,,79103992079,,,,603111  Нижний Новгород  улица Плотникова  дом 4-а,,
САНЭКО  магазин отделочных материалов и сантехники,0,,88313370003,, ,,,603142  Нижний Новгород  Коломенская улица  дом 6,,
АКВА-СЕРВИС  сервисная служба,0,,88312164212,,,,,603000  Нижний Новгород  Новая улица  дом 59,,
МАГАЗИН ФУРНИТУРЫ,0,,88312749054,,,,,603057  Нижний Новгород  улица Бекетова  дом 13-к,,
МАГАЗИН САНТЕХНИКИ,0,https://wa.me/79527850192,,79527850192,,,,603162  Нижний Новгород  улица Композитора Касьянова  дом 6  г мод2,,
МАГАЗИН САНТЕХНИКИ,0,https://wa.me/79081518547,,79081518547, ,,,603004  Нижний Новгород  Молодёжный проспект  дом 2-а,,
КОМПЛЕКТЭНЕРГОУЧЕТ  производственно-торговая компания,0,,88312660610,,,,,603093  Нижний Новгород  Деловая улица  дом 15,,
ГРАНИТ,0,,88312157880,, ,http://vk.com/granistone,,603034  Нижний Новгород  Усольская улица  дом 69,,
МАСТЕР-СТРОЙ и КО,0,,88312157880,,,,,,,
ФЕНИКС  торговая компания,0,,88312136635,, ,,,"603138  Нижний Новгород  улица Плотникова  дом 3  ТЦ ""Семейный""",,
НИЖЕГОРОДСКИЙ ПРОФНАСТИЛ  производственная компания,0,,88312160859,, ,,,603037  Нижний Новгород  улица Федосеенко  дом 54-а,,
ФОРМУЛА СТЕКЛА  торгово-монтажная компания,0,,88312913827,, ,https://vk.com/club163864202  http://vk.com/printstorecom,,603003  Нижний Новгород  улица Коминтерна  дом 127,,
ЭКОНОМ-СТРОЙ  магазин строительных материалов,0,https://wa.me/79092852264,,79092852264, ,,,603035  Нижний Новгород  улица Чаадаева  дом 22,,
КСС ПЛЮС  компания,0,https://wa.me/79202929999,,79202929999, ,,,603024  Нижний Новгород  Казанская набережная  дом 5,,
ПРОМТЕХНОЛОДЖИ  торгово-производственная компания,0,,88312601675,,www.промтехнолоджи.рф,,,603004  Нижний Новгород  улица Юлиуса Фучика  дом 38,,
СТРОЙ МИР  торговая компания,0,,88312830141,,stroy-mir-nn.ru,,,603018  Нижний Новгород  улица Минеева  дом 29-а  корпус 2,,
КОМФОРТ ЦЕНТР,0,,88002502735,, ,https://vk.com/distributor_ecophon,,603002  Нижний Новгород  Советская улица  дом 18-Б,,
СТРОЙКОМПЛЕКТАЦИЯ НН,0,,88312135845,,,,,603016  Нижний Новгород  улица Юлиуса Фучика  дом 8,,
ЖЕСТЯНКА-НН  многопрофильная торгово-производственная компания,0,https://wa.me/79875570525,,79875570525, ,https://vk.com/zhestyankann,,603074  Нижний Новгород  Бурнаковская улица  дом 19,,
ДОМИКС  магазин,0,,88312310124,,domix-club.ru,https://vk.com/club89046031,,603003  Нижний Новгород  улица Коминтерна  дом 127,,
FIXER,0,,88312660336,,nn.fikser.ru,,,603116  Нижний Новгород  Гордеевская улица  дом 59-а  корпус 7,,
ВОЛГО-ВЯТСКОЕ СНАБЖЕНИЕ  торговая компания,0,,88312170920,, ,,,603058  Нижний Новгород  улица Новикова-Прибоя  дом 4  корпус 1,,
КОМПЛЕКТАЦИЯ  группа компаний,0,,88312187000,,2187000.ru,,,603058  Нижний Новгород  улица Шекспира  дом 1-Б  корпус 4,,
ПРОРИМ  производственно-торговая компания,0,,88312913496,, ,,,603093  Нижний Новгород  Яблоневая улица  дом 18-м,,
РИАЛ-СТРОЙ,0,,88312913496,,,,,,,
РУСТЕНТ,0,,88314693458,,www.tent-furnitura.ru,,,603107  Нижний Новгород  проспект Гагарина  дом 178,,
РЕЙС-ЛТД,0,,88312749444,, ,,,603092  Нижний Новгород  Московское шоссе  дом 302  корпус 2,,
УРАЛДОРСВЕТ,0,,88312310689,, ,http://vk.com/zavoduraldorsvet,,603116  Нижний Новгород  Гордеевская улица  дом 7,,
ЮСКЛИМ,0,https://wa.me/79527812295,,79527812295, ,,,603011  Нижний Новгород  Интернациональная улица  дом 100,,
КВАНТ-ЭНЕРДЖИ  производственная компания,0,,88312199556,,www.kvant-energy.ru,https://vk.com/kvantenergy,,603024  Нижний Новгород  Полтавская улица  дом 22  3 этаж,,
ЛЕНСТАЛЬ КАНАТ,0,,88312809583,, ,,,"603000  Нижний Новгород  улица Костина  дом 3  БЦ ""Новая площадь""",,
СМИРНОВ и К,0,,88314321207,, ,,,603155  Нижний Новгород  улица Красная Слобода  дом 9,,
КРУПНОВ  торговый дом,0,,88312140141,, ,http://vk.com/tdkrupnov,,603011  Нижний Новгород  улица Июльских Дней  дом 1-з,,
ГрандСервисНН,0,,88314133863,,grandservicenn.ru,,,603095  Нижний Новгород  Шуваловский проезд  дом 23,,
МОДУЛЬ,0,,88312697833,, ,,,603058  Нижний Новгород  улица Героя Попова  дом 47,,
МЕТАЛЛОСТРОЙКОНСТРУКЦИЯ,0,,88314391832,, ,,,603005  Нижний Новгород  Алексеевская улица  дом 27,,
ЕВРОДОМ-С,0,,88314391832,,,,,,,
БУРАН,0,,88312405202,, ,,,603140  Нижний Новгород  проспект Ленина  дом 16-б  5-й эт.,,
МОДОМ-ПГС,0,,88314194396,, ,,,603005  Нижний Новгород  улица Пожарского  дом 6-а,,
ТРИМО-ВСК,0,,88312987140,,www.trimo-vsk.ru,,,603000  Нижний Новгород  Мончегорская улица  дом 11-в  1-й эт.,,
ДАНКОР,0,,88312958515,,,,,603004  Нижний Новгород  улица Юлиуса Фучика  дом 6-б  2-й эт.,,
СТАЛЬПРОЕКТ  фирма  ООО,0,,88314197744,, ,,,603000  Нижний Новгород  улица Воровского  дом 3  офис 4,,
ПРОМТЕХ-НН,0,,88312239300,, ,,,603158  Нижний Новгород  улица Зайцева  дом 30,,
СТУДИЯ СТАЛИ,0,,88312738815,, ,,,603040  Нижний Новгород  улица Сутырина  дом 8-а,,
МОДУЛЬ-СТРОЙ,0,https://wa.me/79527612172,,79527612172, ,,,603122  Нижний Новгород  улица Ванеева  дом 205,,
БЫТОВКИНН,0,,88312830936,, ,,,603002  Нижний Новгород  Советская улица  дом 18-б  офис 702,,
Яна,0,,88002502824,,ecse.ru,,,Нижний Новгород  Алексеевская улица  дом 26,,
Нефтекамский завод мобильных зданий,0,,88312889360,,neftzmz.ru,,,Нижний Новгород  улица Белинского  дом 32,,
Баня-Бочка,0,https://wa.me/79308116665,,79308116665,bochky-nn.ru,,,Нижний Новгород  Совнаркомовская улица  дом 13,,
Профи  ск,0,,88312912969,, ,,,Нижний Новгород  Большая Покровская улица  дом 19-б,,
БЫТПРОМ-НН,0,https://wa.me/79290556444,,79290556444, ,,,603003  Нижний Новгород  улица Коминтерна  дом 139,,
Вектор  мк,0,,88314143946,,cpsnn.ru,,,603107  Нижний Новгород  проспект Гагарина  дом 178,,
Теплант,0,https://wa.me/79209379444,,79209379444,termo-panel.ru,,,Нижний Новгород  улица Бетанкура  дом 1,,
Магнум Борд Хаус,0,https://wa.me/79519053047,,79519053047,kvardi-dom.ru,,,Нижний Новгород  улица Костина  дом 2,,
Контейнеры в Нижнем Новгороде,0,,88312727151,,контейнеры-нижний-новгород.рф,,,Нижний Новгород  улица Родионова  дом 23,,
Строем по жизни,0,,88314111248,,,,,Нижний Новгород  улица Бориса Панина  дом 3,,
МЕТАЛЛИЧЕСКИЕ КОНСТРУКЦИИ,0,,88007007509,, ,,,603028  Нижний Новгород  Московское шоссе  дом 52,,
НижПромСтрой Конструкция,0,,88314151581,,,,,Нижний Новгород  улица Айвазовского  дом 3,,
АСП,0,https://wa.me/79281078706,,79281078706,azovsp.ru,,,Нижний Новгород  Интернациональная улица  дом 100,,
Дизфор  компания,0,,88003334634,,nizhniy-novgorod.kioski.ru,,,Нижний Новгород  Казанское шоссе  дом 11,,
ВРК1  строительная компания,0,,88312613703,,vrk1.ru,,,Нижний Новгород  Магистратская улица  дом 3/4,,
Мастер Окно,0,https://wa.me/79610792526,,79610792526,remontokonnovgorod.ru,,,Нижний Новгород  Витебская улица  дом 46,,
МОСТ,0,,88312450506,, ,,,603011  Нижний Новгород  Литературная улица  дом 6-а  кв. 1,,
ПРОМТОННЕЛЬСТРОЙ,0,,88312576684,, ,,,603069  Нижний Новгород  проспект Ленина  дом 11  5-й эт.,,
МОСТООТРЯД № 1,0,,88314308991,,,,,603600  Нижний Новгород  Малая Покровская улица  дом 6,,
АРКА-МОСТ,0,,88314308991,,,,,,,
НИЖЕГОРОДАГРОДОРСТРОЙ,0,,88314303305,, ,,,603001  Нижний Новгород  Рождественская улица  дом 6-в,,
СТРОЙМОСТ,0,,88312963918,, ,,,603005  Нижний Новгород  Георгиевский съезд  дом 5,,
ГИПРОДОРНИИ,0,,88312200680,,www.giprodor.ru,,,"603600  Нижний Новгород  переулок Нартова  дом 6  корпус 6  БЦ ""Орбита""",,
СТРОЙ ИНВЕСТ ПРОЕКТ-НН,0,,88314678191,, ,,,"603140  Нижний Новгород  Мотальный переулок  дом 8  офис С 312  БЦ ""Бугров Бизнес Парк""",,
ИНЖЕКОМ,0,,88314225888,, ,,,603104  Нижний Новгород  улица Нартова  дом 23-а,,
СТРОИТЕЛЬНАЯ КОМПАНИЯ МОДЕРОН,0,,88312821226,,,,,603086  Нижний Новгород  Совнаркомовская улица  дом 2  35 офис,,
СТРОЙИНВЕСТРЕГИОН  строительная компания,0,,88312150554,,,,,603000  Нижний Новгород  Ильинская улица  дом 104  204 офис  2 этаж,,
МТ-ГРУПП  строительная компания,0,,88312819777,,www.xn----ftbzoaell.xn--p1ai,,,603002  Нижний Новгород  Советская улица  дом 15,,
Нижегородский камнеобрабатывающий завод,0,,88312503305,, ,,,"603029  Нижний Новгород  Памирская улица  дом 11  ""Станкозавод""",,
ЖЁЛТЫЙ КВАДРАТ,0,,88314282289,, ,,,603006  Нижний Новгород  Грузинская улица  дом 40,,
ГРИНТИНОС,0,https://wa.me/79107927281,,79107927281, ,,,603000  Нижний Новгород  Кондукторская улица  дом 38,,
МАСТЕР КАМНЯ,0,,88314331298,, ,,,603000  Нижний Новгород  улица Максима Горького  дом 20-а  3-й эт.,,
СОЮЗСПЕЦСТРОЙ,0,,88312301031,, ,,,603074  Нижний Новгород  улица Мориса Тореза  дом 15-а,,
МАЛАХИТ ПЛЮС,0,https://wa.me/79030426485,,79030426485, ,,,603155  Нижний Новгород  Большая Печёрская улица  дом 59,,
АРТГРАНИТ,0,,88314158270,,www.artgranit-nn.ru,,,603108  Нижний Новгород  Кузбасская улица  производственная база,,
ГРАНИТЦЕНТР,0,,88314235602,,www.granitc.com,,,603074  Нижний Новгород  улица Мориса Тореза  дом 15-а,,
МАСТЕРСКАЯ КАМЕНОТЁСОВ,0,,88314158723,,kamenotesov.narod.ru,,,603011  Нижний Новгород  улица Возрождения  дом 19,,
СИГМА СТОУН,0,,88314198140,, ,,,603006  Нижний Новгород  Варварская улица  дом 40  офис 304,,
МАРИМАЛ СТОУН,0,,88314281317,, ,,,603006  Нижний Новгород  Провиантская улица  дом 47,,
ГРАН ПРИ  сеть салонов,0,,88314281317,,,,,,,
СКВИРЕЛ,0,,88314154757,,www.skvirel.com,https://vk.com/id445009132,,603002  Нижний Новгород  Советская улица  дом 18,,
КАМЕНЬ НН,0,,88314134019,,www.kamennn.ru,,,603093  Нижний Новгород  Печёрский съезд  дом 38-а,,
ПРОФИ-НН,0,https://wa.me/79524722291,,79524722291,www.profi-nnov.ru,,,603152  Нижний Новгород  улица Ларина  дом 23,,
МЕРИДИАН-НЕДВИЖИМОСТЬ,0,,88312255252,, ,,,603054  Нижний Новгород  улица Никиты Рыбакова  дом 19,,
ЭКСПЕРТ  центр недвижимости,0,,88312653568,, ,,,603006  Нижний Новгород  улица Ванеева  дом 3,,
ФОРМУЛА ИДЕАЛЬНОГО ДОМА  агентство недвижимости,0,,88312746939,,,,,603005  Нижний Новгород  Алексеевская улица  дом 26,,
ШАНС  агентство недвижимости,0,,88312828811,,www.chansnn.ru,http://vk.com/chans_nn,,603000  Нижний Новгород  улица Белинского  дом 62,,
СВЕТЛОЯР  агентство недвижимости,0,https://wa.me/79202500776,,79202500776,,,,603157  Нижний Новгород  Берёзовская улица  дом 104/1,,
ГИД-ПРОФИ  агентство недвижимости,0,,88312161362,, ,,,603004  Нижний Новгород  проспект Кирова  дом 21,,
ЛЮБИМЫЙ ГОРОД  агентство недвижимости,0,https://wa.me/79291058445,,79291058445,agentstvo-nn.ru,http://vk.com/lubimiygorod52,,603028  Нижний Новгород  Московское шоссе  дом 12,,
СОЮЗ  агентство недвижимости,0,,88312129200,, ,http://vk.com/souznn,,603006  Нижний Новгород  Ошарская улица  дом 18,,
НИЖЕГОРОДСКАЯ ДЕВЕЛОПЕРСКАЯ КОМПАНИЯ  специализированный застройщик,0,,88314351875,,xn--d1amha.xn--p1ai,http://vk.com/nndk_ru,,603000  Нижний Новгород  улица Белинского  дом 32,,
СПЕКТР  агентство недвижимости,0,https://wa.me/79519067314,,79519067314,,,,603006  Нижний Новгород  улица Максима Горького  дом 117,,
АВЕНИР  агентство недвижимости,0,,88314351536,,,,,603123  Нижний Новгород  Южный бульвар  дом 16,,
ЖИЛСТРОЙ-НН  строительная компания,0,,88312621777,,rk-zhilstroynn.ru,http://vk.com/zhilstroynn,,603123  Нижний Новгород  Южное шоссе  дом 2-г,,
ЯРМАРКА НЕДВИЖИМОСТИ  агентство,0,,88314133326,, ,http://vk.com/yarmarkan52,,603000  Нижний Новгород  Ильинская улица  дом 104/59,,
ЖИЛСТРОЙ-НН  строительная компания,0,,88312601604,, ,http://vk.com/zhilstroynn,,603003  Нижний Новгород  Белозёрская улица  дом 3,,
ПЕРСПЕКТИВА24-НИЖНИЙ НОВГОРОД  агентство недвижимости,0,,88314136309,, ,http://vk.com/perspektiva24nn,,603000  Нижний Новгород  улица Воровского  дом 11,,
ДЕЛЬТА  агентство недвижимости,0,https://wa.me/79202945425,,79202945425,,,,603004  Нижний Новгород  проспект Ленина  дом 125,,
МИР  компания,0,https://wa.me/79056662026,,79056662026, ,http://vk.com/giszhkx,,603000  Нижний Новгород  улица Короленко  дом 19  а,,
ОРИОН-НН,0,,88312613138,, ,,,603022  Нижний Новгород  Совнаркомовская улица  дом 25  1-й эт.,,
ПРИВОЛЖСКАЯ ЭКСПЕРТНАЯ КОМПАНИЯ  ООО,0,,88312613138,,,,,,,
ЭКСПЕРТ СОЮЗ  НПО  ООО,0,,88312613138,,,,,,,
ОТЛИЧНАЯ ОЦЕНКА  независимая оценочная компания,0,https://wa.me/79302831050,,79302831050, ,,,603157  Нижний Новгород  Берёзовская улица  дом 112  54 помещение,,
КРИСТАЛЛ  негосударственная судебно-экспертная организация,0,,88314300702,, ,,,603000  Нижний Новгород  улица Маслякова  дом 14  1-й эт.,,
АЛЬТЕРНАТИВА  агентство,0,,88314368627,, ,,,603155  Нижний Новгород  улица Максима Горького  дом 232  1-й эт.,,
ИП ЗУБРИЛОВА М.В.,0,https://wa.me/79087450901,,79087450901, ,,,603003  Нижний Новгород  улица Свободы  дом 63,,
КАДАСТР,0,https://wa.me/79514924640,,79514924640,кадастроваяоценказемли.рф,,,Нижний Новгород,,
РЕГЛАМЕНТ  научно-исследовательский центр,0,,88312799565,,nic-reglament.ru,,,603093  Нижний Новгород  улица Родионова  дом 18,,
НЕЗАВИСИМОЕ ЭКСПЕРТНОЕ БЮРО,0,,88314619418,, ,,,603006  Нижний Новгород  Ошарская улица  дом 18/1  офис 1,,
РЕСПЕКТ-РИЭЛТИ,0,,88314144853,, ,,,603094  Нижний Новгород  Юбилейный бульвар  дом 6,,
ИП АГАФОНОВА Н.Н.,0,,88314689931,,,,,603106  Нижний Новгород  улица Адмирала Васюнина  дом 2,,
АССОЦИАЦИЯ СУДЕБНЫХ ЭКСПЕРТОВ И ОЦЕНЩИКОВ,0,,88312835058,,,,,603109  Нижний Новгород  улица Добролюбова  дом 2  вход со двора,,
ИС ЦЕНТР,0,,88314192049,, ,,,603005  Нижний Новгород  Театральная площадь  дом 3  4-й эт.,,
ИП ЗАХАРОВА Н.А.,0,https://wa.me/79519026013,,79519026013, ,,,603024  Нижний Новгород  Полтавская улица  дом 22,,
СОЮЗ,0,,,,,,,,,
ГИПЕРМАРКЕТ НЕДВИЖИМОСТИ,0,,88312332233,,www.gipernn.ru,,,"603009  Нижний Новгород  проспект Гагарина  дом 39  ТЦ ""Швейцария""",,
ПОДКОВА,0,,88314289901,,www.podkova.nnov.ru,,,603089  Нижний Новгород  Гаражная улица  дом 4,,
ПРЕЦЕДЕНТ  КФ,0,,88314362333,, ,,,603005  Нижний Новгород  улица Нестерова  дом 9/5  офис 812,,
Управление Федеральной службы государственной регистрации  кадастра и картографии по Нижегородской области,0,,88314362333,,,,,,,
НЕЗАВИСИМОСТЬ,0,,88314174141,, ,,,603106  Нижний Новгород  улица Адмирала Васюнина  дом 2  3-й эт.,,
Агентство по обмену жилой площади,0,,88314303533,, ,,,603005  Нижний Новгород  Алексеевская улица  дом 24/27,,
АЛЬФА,0,,88314145517,, ,,,603070  Нижний Новгород  улица Сергея Есенина  дом 32,,
АРХИВ-НН,0,,88314130372,,www.medvedevprezident.ru,,,"603000  Нижний Новгород  улица Костина  дом 3  БЦ ""Новая площадь""",,
БОЛЬШОЙ ГОРОД,0,,88314138861,,,,,603152  Нижний Новгород  улица Кащенко  дом 6,,
АВАНГАРД,0,https://wa.me/79049053279,,79049053279, ,,,603003  Нижний Новгород  улица Коминтерна  дом 137  2-й эт.,,
АЛЬФА-РИЭЛТИ,0,,88314132071,, ,,,603074  Нижний Новгород  улица Куйбышева  дом 5,,
МАГАЗИН КВАРТИР  агентство недвижимости,0,,88312955587,, ,,,603043  Нижний Новгород  проспект Октября  дом 22  1-й эт.,,
ЮРТАЙМ-НН,0,,88312910110,, ,,,603104  Нижний Новгород  Краснозвёздная улица  дом 11,,
ИП АГАФОНОВА Н.Н.,0,,88314689931,,,,,603106  Нижний Новгород  улица Адмирала Васюнина  дом 2,,
Городской район,0,,88312160017,,,,,Нижний Новгород  Варварская улица  дом 40,,
Империя Фемиды  юридическое агентство,0,https://wa.me/79524677102,,79524677102,,,,Нижний Новгород  улица Белинского  дом 71/1,,
Кадастровая палата по Нижегородской области,0,,88314175168,,,,,Нижний Новгород  улица Адмирала Васюнина  дом 2,,
Золотой ключик,0,,88312813848,, ,https://vk.com/goldkeynn  http://vk.com/arenda_kvartir_nn,,603116  Нижний Новгород  Тонкинская улица  дом 5,,
АВЕРС-НН,0,,88312246774,, ,,,"603014  Нижний Новгород  улица 50 лет Победы  дом 18  БЦ ""Победа""",,
Шатер  офис продаж  ресторан,0,,88314156469,,,,,Нижний Новгород  Большая Печёрская улица  дом 24,,
Мебель Горький,0,https://wa.me/79040584204,,79040584204,,,,Нижний Новгород  улица Ногина  дом 15,,
Биоавтоматика,0,,88314328863,, ,,,603126  Нижний Новгород  улица Родионова  дом 192  корпус 1,,
Myfxbot.ru,0,https://wa.me/79200738020,,79200738020,myfxbot.ru,,,Нижний Новгород  улица Белинского  дом 58/61,,
Кэпитал Менеджмент  управляющая компания,0,,88312759016,, ,,,603057  Нижний Новгород  проспект Гагарина  дом 27,,
Электроника,0,,88314302680,, ,,,Нижний Новгород  Ошарская улица  дом 1  корпус 2,,
Х5 Retail Group  сервисный центр,0,,88312200420,,,,,Нижний Новгород  проспект Гагарина  дом 37,,
Восток,0,,88312700707,,,,,Нижний Новгород  проспект Героев  дом 29-а,,
Кронос  финансовый портал,0,,88312835051,,kfp.su,,,Нижний Новгород  улица Пожарского  дом 5,,
Автосуши,0,https://wa.me/79200002870,,79200002870,,,,Нижний Новгород  улица Столетова  дом 6,,
Шоколадница  офис,0,https://wa.me/79103880557,,79103880557,,,,603001  Нижний Новгород  Кожевенная улица  дом 1-а,,
Универсал-Нижний Новгород,0,,88312820790,,,,,Нижний Новгород  улица Коновалова  дом 10-а,,
Дом-НН,0,,88314335879,, ,,,603000  Нижний Новгород  улица Максима Горького  дом 48/50,,
Директ-маркетинг,0,,88312466559,, ,,,603002  Нижний Новгород  улица Фильченкова  дом 14,,
Нижегородский филиал железнодорожной торговой компании,0,,88312486830,, ,,,603167  Нижний Новгород  Гордеевская улица  дом 1/3,,
Собрание,0,https://wa.me/79101311959,,79101311959,,http://vk.com/stanok_repbaza,,Нижний Новгород  Волжская набережная  дом 8/59,,
НИЦА,0,https://wa.me/79534158112,,79534158112,,,,603155  Нижний Новгород  Провиантская улица  дом 20,,
ПЕРВОЕ БЮРО ОЦЕНКИ И ЭКСПЕРТИЗЫ,0,https://wa.me/79581008632,,79581008632, ,,,603074  Нижний Новгород  Народная улица  дом 41,,
СТРОЙТЕХЭКСПЕРТИЗА  экспертная компания,0,https://wa.me/79030544593,,79030544593, ,,,603010  Нижний Новгород  Украинская улица  дом 28,,
ВЕТА  оценочная компания,0,,84952551499,, ,,,603000  Нижний Новгород  Славянская улица  дом 25,,
ОЦЕНКА+  компания,0,,88314138977,, ,,,603069  Нижний Новгород  Ореховская улица  дом 80,,
ФЕМИДА  экспертная компания,0,,88314101217,,,,,603089  Нижний Новгород  Гаражная улица  дом 5,,
АКСИОМА-ОК,0,,88312199210,, ,,,603138  Нижний Новгород  улица Краснодонцев  дом 21/1,,
СОЗВЕЗДИЕ  центр урегулирования убытков,0,,88312188618,,,,,603106  Нижний Новгород  улица Генерала Ивлиева  дом 22  а,,
КОМПАНИЯ ПО ОЦЕНКЕ СОБСТВЕННОСТИ,0,,88129862963,,,,,603022  Нижний Новгород  улица Тимирязева  дом 15  корпус 2,,
СТАНДАРТ ОЦЕНКА  компания,0,,88312312280,,st-ocenka-nn.turbo.site,,,603006  Нижний Новгород  улица Максима Горького  дом 117,,
НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ЭКСПЕРТИЗ,0,,88005509265,,nizhny-novgorod.gov-expertiza.ru,http://vk.com/govexpertiza,,603155  Нижний Новгород  улица Максима Горького  дом 262,,
ЦЕНТР НЕЗАВИСИМОЙ ЭКСПЕРТИЗЫ СОБСТВЕННОСТИ,0,,88312352091,,,,,603000  Нижний Новгород  Большая Покровская улица  дом 43,,
ЭКСПЕРТ НН  компания,0,,88312389189,,xn----itbooaiifm8h.xn--p1ai,,,603000  Нижний Новгород  Большая Покровская улица  дом 43,,
ЭКСПЕРТ-НН,0,,88312352091,,xn----itbooaiifm8h.xn--p1ai,,,603001  Нижний Новгород  Кожевенная улица  дом 6,,
ЖЕМЧУЖИНА-РИЭЛТИ,0,,88312955853,, ,,,603043  Нижний Новгород  проспект Октября  дом 12  1-й эт.,,
ЮР-ПРОФИ,0,,88312124312,, ,,,603089  Нижний Новгород  Полтавская улица  дом 26,,
Polazzio,0,https://wa.me/79524591389,,79524591389,p0stulat.wixsite.com,,,603004  Нижний Новгород  проспект Кирова  дом 21  2-й этаж  офис 3,,
СТРИТ НН,0,,88312308302,,стрит-нн.рф,,,603155  Нижний Новгород  улица Фрунзе  дом 12  офис 54,,
ALLIANCE NC,0,https://wa.me/79299395252,,79299395252,www.alliance-cyprusproperty.ru,http://vk.com/club31993931,,603001  Нижний Новгород  Ильинская улица  дом 7,,
АДВЕКС,0,,88314334747,, ,,,603000  Нижний Новгород  улица Короленко  дом 27  офис 313,,
BUYERESTATE,0,,88314138287,, ,,,603000  Нижний Новгород  улица Звездинка  дом 3,,
Первое агентство зарубежной недвижимости,0,,88319127131,, ,,,603057  Нижний Новгород  улица Бекетова  дом 3-б,,
MERCELOR GROUP,0,,88314147743,, ,,,603162  Нижний Новгород  улица Маршала Рокоссовского  дом 8  корпус 3,,
МОЯ ИТАЛИЯ,0,,88314100554,, ,,,603064  Нижний Новгород  Ошарская улица  дом 96  корпус 1,,
АСК-ДОМ,0,,88314372121,, ,,,603024  Нижний Новгород  улица Белинского  дом 64,,
СКАЙ,0,,88314154760,, ,,,603089  Нижний Новгород  улица Бориса Панина  дом 9  2-й эт.,,
ЮРАЙТ,0,,88314129610,, ,,,603000  Нижний Новгород  улица Белинского  дом 58/60,,
PALM HOUSE,0,,88007008772,, ,,,603001  Нижний Новгород  Магистрацкая улица  дом 3,,
ITALYDELUXE,0,,88002012153,,italydeluxe.ru,http://vk.com/italydeluxe,,"603155  Нижний Новгород  Большая Печёрская улица  дом 26  БЦ ""Большая Перчёрская  26""  офис 902",,
АБРИС НЕДВИЖИМОСТЬ,0,,88312307020,, ,,,603006  Нижний Новгород  Варварская улица  дом 27/8  3-й эт.,,
ЦЕНТРАЛЬНОЕ АГЕНТСТВО НЕДВИЖИМОСТИ,0,,88312307020,,,,,,,
ИНТУРИСТ,0,,88312915171,, ,,,603005  Нижний Новгород  Варварская улица  дом 8,,
ИНВЕСТ КОНСАЛТ,0,,88312458855,, ,,,603000  Нижний Новгород  проспект Ленина  дом 8-а,,
ЛИДЕР-НН,0,,88314132596,, ,,,603022  Нижний Новгород  проспект Гагарина  дом 13-а  офис 18,,
БАРОНТИ  компания,0,,88314185821,,,,,603028  Нижний Новгород  Комсомольское шоссе  дом 3,,
ИП ДЬЯЧКОВА О.Ю.,0,https://wa.me/79051938605,,79051938605,,,,603132  Нижний Новгород  Правдинская улица  дом 27  литА,,
ХЕЛПЕР  арендная компания,0,https://wa.me/79201119464,,79201119464, ,,,603147  Нижний Новгород  улица Юлиуса Фучика  дом 38  к1,,
АРМАДА  деловой центр-коворкинг,0,,88314243410,,coworking-armada.com,http://vk.com/id412083667,,603115  Нижний Новгород  улица Генкиной  дом 33/59а,,
ОКА СЕРВИС-НН,0,https://wa.me/79200320181,,79200320181,,,,603014  Нижний Новгород  Сормовское шоссе  дом 24  корпус 19,,
ГОРЬКИЙ БИЗНЕС ПАРК  компания по сдаче в аренду коммерческой недвижимости,0,https://wa.me/79535602000,,79535602000,gorkiybp.ru,,,603108  Нижний Новгород  Электровозная улица  дом 7  Б лит Н,,
РОЖДЕСТВЕНСКИЙ  общественно-деловой центр,0,,88314306026,, ,,,603001  Нижний Новгород  Рождественская улица  дом 11-13,,
МАЖОР  репетиционный комплекс,0,https://wa.me/79990775707,,79990775707,major-nnov.com,http://vk.com/majornnov,,603040  Нижний Новгород  Песочная улица  дом 12  Б,,
КОМПАНИЯ ПО АРЕНДЕ ОФИСНЫХ ПОМЕЩЕНИЙ,0,https://wa.me/79625089000,,79625089000,,,,603005  Нижний Новгород  улица Пискунова  дом 29,,
УХО ПЛАТОНА  лекторий,0,https://wa.me/79519040181,,79519040181,vk.com/uhoplatona,http://vk.com/uhoplatona,,603024  Нижний Новгород  улица Дунаева  дом 12,,
НИЖЕГОРОДСКОЕ  арендная компания,0,https://wa.me/79051917962,,79051917962,,,,603109  Нижний Новгород  Нижегородская улица  дом 5,,
