Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес,,
ЦЕНТР СТЕНОВЫХ МАТЕРИАЛОВ,0,https://wa.me/79517417141,,79517417141, ,,,160002  Вологда  улица Коничева  дом 21,,
ЕВРОСТРОЙИНТЕР ООО,0,,88172739511,,,,,160000  Вологда  улица Маршала Конева  дом 24,,
ТЕМКИН В. А. ЧП,0,,88172769012,,,,,160000  Вологда  улица Маяковского  дом 45,,
ОКРАСОЧНЫЕ ТЕХНОЛОГИИ,0,,88172535112,, ,,,160000  Вологда  улица Преображенского  дом 28,,
ОКНАСТРОЙСЕРВИС,0,,88172271712,,,,,160000  Вологда  улица Саммера  дом 60-А,,
АНГАР СТРОЙМАТЕРИАЛЫ,0,,88172716149,, ,,,160000  Вологда  Ярославская улица  дом 16-Д,,
НОВЫЙ ДОМ,0,,88172529460,, ,,,160000  Вологда  Ленинградская улица  дом 71,,
ДЕМЕТРОС,0,,88172720309,,,,,160035  Вологда  Зосимовская улица  дом 17,,
СТРОИТЕЛЬ,0,,88172724913,, ,,,160000  Вологда  Ленинградская улица  дом 40-Б,,
АМИКС РСУ,0,,88172722456,,,,,160000  Вологда  Козленская улица  дом 45-А,,
"БАЕВА Н. А., ИП",0,,88172529315,, ,,,160000  Вологда  Ленинградская улица  дом 51,,
СЕВЕРО-ЗАПАДНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ,0,,88172751999,,,,,160000  Вологда  Советский проспект  дом 164,,
ВОЛОГОДСКИЙ ЦЕНТР ПИЛ,0,,88172216632,, ,,,160000  Вологда  улица Маяковского  дом 45,,
"ВОЛОГОДСКАЯ КАРУСЕЛЬ, производственная компания",0,,88172511232,,vologodskaya-karusel.tiu.ru,http://vk.com/wunderkind_v  https://vk.com/wunderkind_35,,160002  Вологда  улица Гагарина  дом 64,,
ПКТ СТРОЙ,0,https://wa.me/79517371797,,79517371797, ,,,160000  Вологда  улица Прядильщиков  дом 10,,
"ТЕПЛОБЛОКСТРОЙ ВОЛОГДА, производственная компания",0,,88172297930,, ,http://vk.com/tbsvologda,,160000  Вологда  улица Вологодская слобода  дом 11,,
"БИЛДЕР, строительно-монтажная компания",0,https://wa.me/79115011805,,79115011805,volbild.ru,,,160001  Вологда  Благовещенская улица  дом 34,,
"ВОЛОГДАСТРОЙГРУПП, строительная компания",0,,88172239080,, ,,,160026  Вологда  улица Преображенского  дом 57  а,,
СЕВЕРЭЛЕКТРО ООО,0,,88172721293,,,,,160000  Вологда  Козленская улица  дом 43,,
ВОЛОГОДСКИЙ ЗАВОД МЕТАЛЛОКОНСТРУКЦИЙ ООО,0,,88172531279,,www.vzmk35.ru,,,160034  Вологда  Ленинградская улица  дом 97,,
ВОЛОГДААГРОСТРОЙКОМПЛЕКТ ЗАО,0,,88172251420,,,,,160000  Вологда  Козленская улица  дом 35,,
ВОЛОГДААГРОСТРОЙКОМПЛЕКТ ЗАО,0,,88172251420,,,,,160009  Вологда  Галкинская улица  дом 28,,
ЖБИ И К-ВОЛОГДАСТРОЙ,0,,88172752732,,,,,160012  Вологда  Элеваторная улица  дом 37,,
АВЕР,0,,88172730839,,,,,160032  Вологда  Воркутинская улица  дом 11/14,,
СТРОИТЕЛЬ,0,,88172724961,,,,,160000  Вологда  Ленинградская улица  дом 40-Б,,
СТРОЙМАРКЕТ,0,,88172728196,,,,,160000  Вологда  Галкинская улица  дом 16,,
СТРОЙМАТЕРИАЛЫ,0,,88172786434,,,,,160019  Вологда  Сухонская улица  дом 2,,
СОВРЕМЕННЫЕ ТЕХНОЛОГИИ,0,,88172723641,,,,,160004  Вологда  Октябрьская улица  дом 51,,
ГТМ-ПЛЮС,0,,88172757394,,,,,160001  Вологда  Козленская улица  дом 91,,
ДЕМЕТРА С,0,,88172720309,,,,,160000  Вологда  Зосимовская улица  дом 17,,
"Лес Севера, компания",0,https://wa.me/79814417242,,79814417242,лессевера.рф,,,Вологда  Товарная улица  дом 8,,
М-Арт,0,https://wa.me/79217160432,,79217160432,,http://vk.com/club68490719,,Вологда  Советский проспект  дом 135,,
"СТРОЙМАТЕРИАЛЫ, ТД",0,,88172529315,, ,,,160000  Вологда  Ленинградская улица  дом 51,,
"ПАВЛОВИЧ М. С., ИП",0,,88172724642,,,,,160000  Вологда  Зосимовская улица  дом 17  офис 30,,
ТОРГРЕСУРС,0,,88172724818,, ,,,160004  Вологда  Октябрьская улица  дом 64,,
СТРОИТЕЛЬ,0,,88172724961,, ,,,160000  Вологда  Ленинградская улица  дом 40-Б,,
СМ-Сокол,0,,88172542223,,sm-sokol.ru,,,Вологда  улица Саммера  дом 3,,
ВолСпецТранс,0,,88172702900,, ,,,Вологда  Козленская улица  дом 35,,
Холдинг-центр,0,https://wa.me/79815032401,,79815032401,holding-centr.budus.ru,,,Вологда  Советский проспект  дом 164,,
ЩебеньОпт,0,,88172504377,,,,,Вологда  улица Маршала Конева  дом 36,,
ЭкоСтрой,0,https://wa.me/79110491330,,79110491330, ,,,Вологда  улица Хлюстова  дом 18-в,,
Полистрой,0,,88172751467,,poli-str.com,,,Вологда  Ленинградская улица  дом 79/81,,
"Кубасов Сергей Борисович, ип",0,https://wa.me/79212378971,,79212378971,i-plintus.ru,,,Вологда  улица Александра Клубова  дом 25,,
"Орион, компания",0,,88172503205,,,,,160000  Вологда  Ленинградская улица  дом 71,,
БМГ,0,https://wa.me/79602957711,,79602957711, ,,,Вологда  улица Маяковского  дом 49,,
Быстро Склад,0,,88172285909,,,,,Вологда  улица Горького  дом 133,,
СтройЭлитСервис,0,https://wa.me/79110455850,,79110455850,vk.com/stroielitservis,http://vk.com/stroielitservis,,Вологда  поселок Кувшиново  улица Сосновая  дом 8  корпус В,,
"Михайлов С.П., ип",0,https://wa.me/79646747777,,79646747777, ,,,Вологда  Торговая площадь  дом 5,,
Идея+,0,https://wa.me/79005391414,,79005391414,,,,Вологда  Железнодорожная улица  дом 44-а,,
Строим с Плотниковым,0,https://wa.me/79212530359,,79212530359,stroimsp.ru,,,160000  Вологда  улица Вологодская слобода  дом 8,,
"КЕРАМИК, жилой комплекс",0,,88172759233,, ,http://vk.com/zadarom35,,160012  Вологда  Советский проспект  дом 76,,
ВОЛОГОДСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ № 1,0,,88172330996,, ,,,160001  Вологда  улица Челюскинцев  дом 23,,
"ПРОФИДОМ, строительная компания",0,https://wa.me/79114407271,,79114407271,profidom35.ru,http://vk.com/club69163725,,160034  Вологда  Ленинградская улица  дом 97-Б,,
СЕВЕРГАЗМОНТАЖ,0,https://wa.me/79602939861,,79602939861,,,,160012  Вологда  Турундаевская улица  дом 37  а,,
"РЕССТРОЙ, проектный реставрационно-строительный центр",0,https://wa.me/79535155050,,79535155050,,,,160022  Вологда  Ярославская улица  дом 25,,
"ВОЛЛЕСДОМ, строительная компания",0,https://wa.me/79005441454,,79005441454,vk.com/vol_les_dom,http://vk.com/vol_les_dom,,160000  Вологда  улица Вологодская слобода  дом 1,,
СЕВЕРГАЗ ЭКСПЛУАТАЦИЯ,0,,88172507161,, ,http://vk.com/severgaz35,,160001  Вологда  улица Челюскинцев  дом 9,,
"ТУОСХА, строительная компания",0,,88006003567,,tyocxa.ru,,,160029  Вологда  Северная улица  дом 7-а,,
"СТРОЙТЭК, компания",0,,88172205400,,,,,Вологда  улица Клубова  дом 99  Б,,
"ГАЛКИНСКИЙ, жилой комплекс",0,,88172269900,,,,,160000  Вологда  Советский проспект  дом 40-а,,
ДОМСТРОЙ,0,,88172507067,,,,,160000  Вологда  Козленская улица  дом 15,,
"ВОЛМОДУЛЬ, торгово-монтажная компания",0,,88172507027,, ,,,160029  Вологда  Машиностроительная улица  дом 19,,
"НОВОТЕК, строительная компания",0,,88172722126,, ,,,160000  Вологда  улица Мира  дом 17,,
СИЯНИЕ,0,,88172786700,,,,,160025  Вологда  улица Беляева  дом 21  а стр,,
"ЕВРО ПАРТНЕР, строительная компания",0,,88172507927,,,,,160019  Вологда  Красноармейская улица  дом 27/1,,
"МОБИЛЬНЫЕ БАНИ, строительная компания",0,https://wa.me/79005413860,,79005413860, ,,,160014  Вологда  улица Саммера  дом 62,,
ПРАВИТЕЛЬСТВО ВОЛОГОДСКОЙ ОБЛАСТИ ГЛАВНОЕ УПРАВЛЕНИЕ АРХИТЕКТУРЫ и ГРАДОСТРОИТЕЛЬСТВА,0,,88172721402,, ,,,160000  Вологда  Предтеченская улица  дом 19,,
"ОРИОН, строительная компания",0,,88172507160,,,,,160000  Вологда  Пошехонское шоссе  дом 48,,
"ПЕРИМЕТР, производственно-торговая компания",0,,88172581928,,xn--35-6kce2a8bo2g.xn--p1ai,http://vk.com/perimetr35,,160000  Вологда  улица Вологодская слобода  дом 7  а,,
АВТОДОР-35,0,,88172725388,,,,,160031  Вологда  улица Хлюстова  дом 18-в,,
"ТРАНССТРОЙПРИРОДРЕСУРС, строительная компания",0,,88172334524,,tspr.group,,,160014  Вологда  улица Саммера  дом 53,,
"ТЕХНООПТ, производственная компания",0,,88172239877,,technoopt35.ru,,,160026  Вологда  Окружное шоссе  дом 2-а,,
"СЕАН, завод теплиц",0,,88172297955,, ,http://vk.com/psksean,,160009  Вологда  улица Мальцева  дом 52,,
БАЗИС ЛТД,0,,88172728153,, ,,,160004  Вологда  улица Челюскинцев  дом 13,,
"ГРАДСТРОЙ, строительная компания",0,,88172540029,, ,,,160014  Вологда  Гоголя улица  дом 88,,
"ВОЛОГДААГРОСТРОЙ, строительная фирма",0,,88172211290,,,,,160035  Вологда  Козленская улица  дом 35  офис 301,,
"ЖИЛИЩНО-СТРОИТЕЛЬНАЯ ИНДУСТРИЯ, строительная фирма",0,,88172500510,, ,,,160035  Вологда  Козленская улица  дом 35  офис 202,,
"ГРАДОСТРОИТЕЛЬНЫЙ ЦЕНТР, МУ",0,,88172726473,,,,,160035  Вологда  Советский проспект  дом 2-А,,
"МОБИТЕКС, строительная компания",0,,88172782071,,,,,160000  Вологда  Сергея Преминина улица  дом 1,,
"РОССТРОЙИНВЕСТ, строительная фирма",0,,88172750378,,,,,160019  Вологда  Благовещенская улица  дом 65  офис 2,,
"СТРОЙ ТРЕСТ+, строительная фирма",0,,88172549300,, ,,,160000  Вологда  улица Гоголя  дом 67  офис 1,,
"ВОЛОГДАОБЛАГРОИНВЕСТСТРОЙ, строительная фирма",0,,88172211640,,www.voais.ru,,,160011  Вологда  Зосимовская улица  дом 18,,
"ВОЛОГДАСТРОЙ, строительная компания",0,,88172216407,,www.vologdastroy.vologda.ru,,,160012  Вологда  Элеваторная улица  дом 26,,
"СЕВЕРИНВЕСТСТРОЙ, строительная фирма",0,,88172723123,,,,,160000  Вологда  Советский проспект  дом 6  офис 217,,
"МОСТОСТРОЙ № 6, филиал",0,,88172218040,,,,,160021  Вологда  улица Клубова  дом 39-А,,
АГРОВАРПА,0,https://wa.me/79115111090,,79115111090,www.agrovarpa.ru,,,160000  Вологда  поселок Молочное,,
СЕВЕР-ТЕЛЕКОМ,0,,88172723417,, ,,,160000  Вологда  улица Герцена  дом 56,,
СТРОЙКОМПЛЕКС ООО,0,,88172545076,,,,,160000  Вологда  улица Гоголя  дом 88,,
"ТРАНСИНВЕСТ, проектно-строительная компания",0,,88172758056,,,,,160012  Вологда  Советский проспект  дом 164  304 офис,,
"ИНТЕРСТРОЙ, строительная компания",0,,88172782013,,,,,160022  Вологда  улица Сергея Преминина  дом 1,,
"ВИКСТРОЙ, строительная компания",0,,88172752859,, ,,,160000  Вологда  Зосимовская улица  дом 31,,
"СТРОЙНОРД, проектно-строительная компания",0,,88172769055,,стройнорд35.рф,,,160001  Вологда  улица Челюскинцев  дом 9  5 офис  цокольный этаж,,
"ТЕПЛОТРОНИКА, научно-производственное предприятие",0,,88172756178,, ,,,160011  Вологда  улица Герцена  дом 56,,
"МЕТАЛИНВЕСТ, строительная компания",0,,88172541713,,,,,160019  Вологда  переулок Чернышевского  дом 8,,
"ФЕНИКС, строительная компания",0,,88172521661,, ,,,160034  Вологда  Окружное шоссе  дом 2,,
"ДИЗАЙН-СТРОЙПРОЕКТ, строительная компания",0,,88172700653,, ,,,160029  Вологда  Машиностроительная улица  дом 19  26 офис,,
"МОНОЛИТ, строительная компания",0,,88172528595,,,,,160004  Вологда  улица Воровского  дом 65,,
ПЕРВАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ,0,,88172211310,,psk35.ru,,,160000  Вологда  проспект Победы  дом 6  10 офис,,
"ВОЛОГДАОТДЕЛСТРОЙ, строительно-отделочная компания",0,,88172546777,, ,,,160014  Вологда  Комсомольская улица  дом 4,,
"КОМГАЗЭНЕРГО, торгово-монтажная компания",0,,88172545631,, ,,,160000  Вологда  улица Фридриха Энгельса  дом 9,,
"СМН, строительная компания",0,,88172726368,,,,,160000  Вологда  Козленская улица  дом 35  502/6 офис  5 этаж,,
"ИНТЕРТЕХЭЛЕКТРО, строительная компания",0,,88172216160,,www.ite-ng.ru,,,160001  Вологда  улица Челюскинцев  дом 3  501 офис  5 этаж,,
"ВИРАСТРОЙ, монтажная компания",0,,88172299944,, ,,,160024  Вологда  Северная улица  дом 29  а,,
ВОТЕЛ,0,https://wa.me/79211263099,,79211263099,www.votel.do.am,,,160000  Вологда  улица Пугачева  дом 87,,
"СВЯЗЬ ПЛЮС, инженерно-строительная фирма",0,,88172241239,,,,,160024  Вологда  Северная улица  дом 29,,
"СВЯЗЬ ПЛЮС, строительно-проектная компания",0,,88172271850,, ,,,160024  Вологда  Северная улица  дом 29,,
"РОСПРОЕКТСТРОЙ, проектно-строительная компания",0,,88172756243,,,,,160009  Вологда  улица Ветошкина  дом 19,,
"СКИФ, проектно-строительная компания",0,,88172519422,,www.skifltd.ru,,,160034  Вологда  Ленинградская улица  дом 97  227 офис  2 этаж,,
"ПРОФЭЛЕКТРОСВЯЗЬ, строительно-проектная компания",0,,88172270000,, ,,,160029  Вологда  улица Пугачева  дом 18-а,,
СВАЙСПЕЦМОНТАЖ,0,,88172270000,,,https://vk.com/club92746835,,,,
АГРОТЕХИНМАШ,0,,88172537836,, ,,,160026  Вологда  Преображенского улица,,
ВОЛОГОДСКОЕ ПРЕДПРИЯТИЕ МАГИСТРАЛЬНЫХ ЭЛЕКТРИЧЕСКИХ СЕТЕЙ,0,,88172570359,,,,,160023  Вологда  Планерная улица  дом 18  а,,
"ЭЛЕКТРОМОНТАЖ 35, производственно-монтажная компания",0,,88172787066,,,,,160026  Вологда  улица Преображенского  дом 30/1,,
СВЯЗЬСТРОЙ-3,0,,88172530111,, ,,,160000  Вологда  Гагарина улица  дом 85,,
ВОЛОГДАСЕЛЬЭНЕРГОПРОЕКТ ООО,0,,88172560060,,vsep.ru,,,160000  Вологда  Козленская улица  дом 43-А,,
"СТРОЙТРАНСГАЗ, филиал",0,,88172728404,,,,,160000  Вологда  Челюскинцев улица  дом 32,,
СТРОЙТРАНСГАЗ,0,,88172728411,,,,,160000  Вологда  Челюскинцев улица  дом 32,,
"СТРОЙТРУБНАДЗОР СЕРВИС, строительная фирма",0,,88172722498,,,,,160001  Вологда  Козленская улица  дом 45-А,,
"ПМП-ЭНЕРГО, многопрофильная компания",0,,88172283717,, ,,,160029  Вологда  Машиностроительная улица  дом 19  305 офис,,
"ЭЛЕКТРОПРОМСЕРВИС, строительно-монтажная компания",0,,88172580906,, ,,,160000  Вологда  Советский проспект  дом 40-Б,,
"КОМГАЗЭНЕРГО, торгово-монтажная компания",0,,88172545631,, ,,,160000  Вологда  улица Фридриха Энгельса  дом 9,,
"ЭНЕРГОГАЗМОНТАЖ, проектно-монтажная компания",0,,88172752341,, ,,,160012  Вологда  Советский проспект  дом 125-Б,,
"ИНТЕР ЭНЕРГО, компания",0,,88172706550,,inter-energo.su,,,160022  Вологда  Пошехонское шоссе  дом 18  корпус А,,
ДОМ НЕДОРОГО,0,,88172706550,,,,,,,
УЮТ-СТРОЙ,0,,88172211906,,www.uyutstroy.ru,,,160000  Вологда  Предтеченская улица  дом 31,,
"КОМПАНИЯ ПО ПРОДАЖЕ ТЕНТОВ, ИП Гурлева Е.В.",0,,88172501376,,,,,160014  Вологда  улица Саммера  дом 47-а  1 этаж,,
ВОЛОГОДСКИЙ ЗАВОД ЭНЕРГОСБЕРЕГАЮЩИХ ТЕХНОЛОГИЙ,0,,88172706970,, ,,,160010  Вологда  Ершовский переулок  дом 10-а,,
ТЕРМОИЗОЛ,0,,88172515829,, ,,,160000  Вологда  Окружное шоссе  дом 1,,
ТЕПЛОСФЕРА,0,,88172553442,, ,,,160000  Вологда  поселок Дорожный  дом 41,,
ЦЕНТР НОВЫХ ТЕХНОЛОГИЙ,0,,88172564789,,,,,160029  Вологда  Машиностроительная улица  дом 19,,
"ТЕРМОИЗОЛ, строительная фирма",0,,88172519055,,gk-termoizol.com,,,160028  Вологда  Окружное шоссе  дом 1,,
"ЛЕГИОН, группа компаний",0,,88172787044,,www.legioncompany.ru,,,160024  Вологда  Северная улица  дом 27,,
"СТРОЙХОЗТОРГ ПЛЮС, торговая компания",0,,88172529084,, ,,,160017  Вологда  Ленинградская улица  дом 61,,
"СТАТУС, торгово-строительная компания",0,,88172702071,,www.status-domostroenie.ru,,,160002  Вологда  улица Южакова  дом 2,,
"СТИЛЬ+, магазин строительных материалов",0,,88172272560,, ,,,160029  Вологда  улица Карла Маркса  дом 89,,
"ИРТ-СЕРВИС ВОЛОГДА, торговая компания",0,,88172501687,, ,,,160034  Вологда  Ленинградская улица  дом 97  220В офис  2 этаж,,
ГЕОКОМ ПЛЮС,0,,88172274444,, ,https://vk.com/uteplitel35,,Вологда  Машиностроительная улица  дом 29,,
АКВИЛОН,0,https://wa.me/79602918851,,79602918851,,,,160004  Вологда  Благовещенская улица  дом 69  3 этаж,,
АСА ГРУПП,0,,88172284666,,asagrupp.ru,http://vk.com/club10330948,,160010  Вологда  Рыбная улица  дом 1,,
"ПРОФКОМСТРОЙ, торговая компания",0,https://wa.me/79217140410,,79217140410, ,https://vk.com/uteplitel35,,160026  Вологда  Окружное шоссе  дом 2  1 этаж,,
"СТРОЙИЗОЛ, компания",0,https://wa.me/79814201061,,79814201061,,,,160014  Вологда  улица Карла Маркса  дом 17,,
"ФЛАГМАН, торговая компания",0,,88005551008,, ,,,160014  Вологда  улица Саммера  дом 62,,
"ОБЛСТРОЙКОМПЛЕКТ, торговая компания",0,https://wa.me/79535232024,,79535232024,,,,160002  Вологда  Кирпичная улица  дом 1,,
"ДЕКОР-БЕТОН, ЗМК",0,,88172570964,, ,,,160000  Вологда  улица Гагарина  дом 145,,
ТОРГОВЫЕ РЯДЫ,0,,88172536462,,,,,160000  Вологда  Ленинградская улица  дом 75-Б,,
КОМФОРТ ООО,0,,88172722659,,komfort-vologda.do.am,,,160000  Вологда  Благовещенская улица  дом 102,,
АЗЛЕЙ,0,,88172767184,, ,,,160000  Вологда  Советский проспект  дом 115  офис 18,,
"АМАЛЬГАМАРАСС, производственная компания",0,https://wa.me/79216801785,,79216801785, ,,,160021  Вологда  Ананьинская улица  дом 2,,
"МИР КАМНЯ, торгово-производственная компания",0,https://wa.me/79517328814,,79517328814,mirkamnya35.tiu.ru,http://vk.com/club74912835,,160028  Вологда  Окружное шоссе  дом 18,,
"ПИТЕР КАМЕНЬ, компания",0,https://wa.me/79210580005,,79210580005,vk.com/pitercamen,http://vk.com/pitercamen,,Вологда  улица Клубова  дом 5  в,,
БАРТЕКС,0,,88172767838,, ,,,160029  Вологда  Машиностроительная улица  дом 26,,
"БЛАГОСТРОЙ, торговая компания",0,,88172707400,, ,,,160000  Вологда  Окружное шоссе  дом 2-а,,
"РЕСУРС 35, торгово-производственная компания",0,,88172562331,, ,,,160012  Вологда  Советский проспект  дом 164  307 офис  3 этаж,,
"ТЕХНОПРОМ, торгово-производственная компания",0,,88172767991,, ,,,160029  Вологда  Машиностроительная улица  дом 26,,
"РУСОЛИТ, торгово-производственная компания",0,,88172503453,,www.rusolit.ru,http://vk.com/club11614620,,160028  Вологда  улица Гагарина  дом 144,,
"РУСОЛИТ, торгово-производственная компания",0,,88172532035,, ,,,160034  Вологда  Новгородская улица  дом 2-а  цокольный этаж,,
"ГРАНИТ-ВОЛОГДА, торговая компания",0,https://wa.me/79052976559,,79052976559, ,http://vk.com/club74912835,,160029  Вологда  улица Разина  дом 39,,
"КМТ-СТРОЙ, компания",0,,88172708858,, ,https://vk.com/stameskin35,,160022  Вологда  Планерная улица  дом 3,,
"СЭНДВИЧ-СТРОЙ, торгово-производственная компания",0,,88172703505,, ,http://vk.com/club74912835,,160901  Вологда  Железнодорожная улица  дом 50-а,,
"АРТ-БЕТОН, торгово-монтажная компания",0,https://wa.me/79212354286,,79212354286, ,,,Вологда  Ленинградский тупик  дом 10,,
"МИР КАМНЯ, торгово-производственная компания",0,https://wa.me/79517328814,,79517328814,mirkamnya35.tiu.ru,http://vk.com/club74912835,,160017  Вологда  Ленинградская улица  дом 51  1 этаж,,
"ТРОТУАР, производственная компания",0,,88172272564,, ,http://vk.com/club74912835,,160014  Вологда  улица Саммера  дом 62,,
"ЦЕНТР КАМНЯ, торговая компания",0,,88172705050,, ,,,160028  Вологда  Ленинградское шоссе  6-й км  строение 4,,
"ТЕПЛОБЛОКСТРОЙ, производственная компания",0,,88172264060,,spb-stone.ru,,,160014  Вологда  улица Саммера  дом 66-а  2 этаж,,
Вологодский трубочист,0,,88172560859,, ,,,Вологда  Ленинградская улица  дом 140-а,,
"AQUATHERM, магазин, ИП Фурсов А.Н.",0,https://wa.me/79210618195,,79210618195,,,,160017  Вологда  Пошехонское шоссе  дом 8/3,,
ИММИД,0,,88172216321,, ,,,160012  Вологда  Промышленная улица  дом 10,,
"БАУШЕВА, ИП",0,,88172511858,, ,,,160000  Вологда  Возрождения улица  дом 72  офис 6,,
БИРПЕКС,0,https://wa.me/79005347139,,79005347139,byrpex.com,,,Вологда,,
Вологдапластик,0,https://wa.me/79815026477,,79815026477,,,,Вологда  Ананьинская улица  дом 32-а,,
РегионСталь,0,,88172515813,, ,,,Вологда  Окружное шоссе  дом 1,,
Газмонтаж,0,,88172733505,,,,,Вологда  Архангельская улица  дом 13,,
Ависар-Групп,0,,88005557084,, ,,,Вологда  Северная улица  дом 27,,
"УСТЬЕЛЕС ГРУПП, компания",0,https://wa.me/79114444666,,79114444666,,,,160000  Вологда  Козленская улица  дом 2,,
"МОНЗА, оптово-розничная компания",0,https://wa.me/79211204296,,79211204296, ,,,160014  Вологда  Доронинская улица  дом 50-а,,
"ЧЕСТНЫЙ БЕТОН, производственно-торговая компания",0,,88172580880,,35beton.ru,,,160000  Вологда  Ленинградский тупик  дом 10,,
"МЕБЕЛЬНЫЕ МАТЕРИАЛЫ И ФУРНИТУРА, торговая компания",0,,88172787776,, ,,,160024  Вологда  Северная улица  дом 27,,
"ВИКСАНД, магазин строительных материалов",0,,88172725729,, ,,,160000  Вологда  Зосимовская улица  дом 14,,
"ИДЕИ ДЛЯ ДОМА, сеть магазинов стройматериалов",0,,88172787268,,,,,160017  Вологда  Ленинградская улица  дом 71,,
"ВОЛСТРОЙ, торгово-производственная компания",0,,88172543542,, ,http://vk.com/club48317814,,160019  Вологда  Сухонская улица  дом 1,,
Гарант,0,,88003011037,,fanplitspb.ru,http://vk.com/drevgroop,,Вологда  улица Мальцева  дом 52,,
ИМПЭКС-СТРОЙ,0,,88172528482,, ,,,160000  Вологда  улица Воровского  дом 65,,
СТРОИМ ВМЕСТЕ,0,,88172758909,, ,,,160000  Вологда  улица Ветошкина  дом 76,,
"ЛЕГИОН, группа компаний",0,,88172787044,,www.legioncompany.ru,,,160024  Вологда  Северная улица  дом 27,,
"СТРОЙ-МАСТЕР, торгово-монтажная компания",0,,88172722505,, ,,,160009  Вологда  улица Челюскинцев  дом 32,,
"ПЛАСТ, ремонтно-строительная компания",0,https://wa.me/79211204005,,79211204005,,,,160022  Вологда  Пошехонское шоссе  дом 28,,
"МК-СТРОЙ, строительно-монтажная компания",0,https://wa.me/79211289333,,79211289333, ,,,160026  Вологда  Окружное шоссе  дом 2  204 офис,,
"ВИКСАНД, магазин строительных материалов",0,,88172725729,, ,,,160000  Вологда  Зосимовская улица  дом 14,,
"ФАСАД АЛЬППРОМ, торгово-производственная компания",0,,88172282204,, ,,,160014  Вологда  улица Саммера  дом 60-а,,
"МЕТСТРОЙПОСТАВКА, торгово-строительная компания",0,,88172505603,, ,http://vk.com/vologdanvr35,,160000  Вологда  Галкинская улица  дом 11,,
"СТИЛЬ+, магазин строительных материалов",0,,88172272560,, ,,,160029  Вологда  улица Карла Маркса  дом 89,,
"ИДЕИ ДЛЯ ДОМА, сеть магазинов стройматериалов",0,,88172787268,,,,,160017  Вологда  Ленинградская улица  дом 71,,
"TEGOLA, торговая компания",0,https://wa.me/79114414666,,79114414666,www.tegola.ru,,,160000  Вологда  проспект Победы  дом 26  1 этаж,,
"СОЮЗ-ТЕХНО, торгово-монтажная компания",0,,88172534400,,www.soyuz-techno.ru,http://vk.com/club57810535,,160004  Вологда  Ленинградская улица  дом 74  2 этаж,,
"ЕВРОЛИТ, торгово-производственная компания",0,https://wa.me/79315087490,,79315087490, ,,,160012  Вологда  Советский проспект  дом 131-а,,
АСА ГРУПП,0,,88172284666,,asagrupp.ru,http://vk.com/club10330948,,160010  Вологда  Рыбная улица  дом 1,,
"ПРОФКОМСТРОЙ, торговая компания",0,https://wa.me/79217140410,,79217140410, ,https://vk.com/uteplitel35,,160026  Вологда  Окружное шоссе  дом 2  1 этаж,,
"СТРОЙИЗОЛ, компания",0,https://wa.me/79814201061,,79814201061,,,,160014  Вологда  улица Карла Маркса  дом 17,,
"ВОЛОГОДАВТОДОР ОАО ""УПТК""",0,,88172553367,,,,,160000  Вологодская область  Вологодский район  деревня Гришино,,
СТРОЙ ГРАД,0,,88172756616,, ,,,160000  Вологда  Первомайская улица  дом 35-А,,
ЦЕМЕНТ,0,,88172756596,, ,,,160000  Вологда  Первомайская улица  дом 35-А  офис 1-а,,
"МОНОЛИТ, торговая компания",0,,88172547799,, ,,,160014  Вологда  Самойло улица  дом 7  офис 5,,
"ЕВРОЦЕМЕНТ, производственная фирма",0,,88172758858,,,,,160000  Вологда  Лермонтова улица  дом 5,,
"РЕСУРС 35, торгово-производственная компания",0,,88172562331,, ,,,160012  Вологда  Советский проспект  дом 164  307 офис  3 этаж,,
"МОНОЛИТ, торговая компания",0,,88172279823,, ,,,160024  Вологда  Северная улица  дом 27,,
ЦИМ35,0,https://wa.me/79115000808,,79115000808,cim35.ru,,,Вологда  улица Мира  дом 82,,
ВластКол,0,,88172750501,,,,,160001  Вологда  Первомайская улица  дом 33,,
"СПМК-СЕРВИС, компания",0,,88172563596,,,,,160009  Вологда  улица Челюскинцев  дом 51-Б,,
"ИНФОЭНЕРГОЦЕНТР, компания",0,,88172586171,,,,,160000  Вологда  Козленская улица  дом 35,,
"РУСЭЛЕКТРОМОНТАЖ, монтажная компания",0,,88172340675,, ,,,160032  Вологда  Осановский проезд  дом 27,,
СПЕЦЭЛЕКТРОМОНТАЖ,0,,88172533476,, ,,,160004  Вологда  улица Преображенского  дом 12,,
АРКТИК-ПЛЮС,0,,88172717800,,,,,160010  Вологда  Сергея Преминина улица  дом 1,,
ЩИТ-1,0,,88172563029,, ,,,160000  Вологда  Огородный переулок  дом 3-А,,
ВОЛОГДАСЕЛЬЭНЕРГОПРОЕКТ ООО,0,,88172560060,,vsep.ru,,,160000  Вологда  Козленская улица  дом 43-А,,
ВОЛОГДАКОММУНЭНЕРГО ДИСПЕТЧЕРСКАЯ ГЭП,0,,88172725468,,,,,160014  Вологда  Горького улица  дом 99,,
